match_id,season,stage,date,country_name,league_name,venue,opponent_name,barca_goals,opponent_goals,barca_result,barca_points,barca_goal_difference,barca_possession,opponent_possession,has_possession_data,barca_shots_on,opponent_shots_on,barca_shots_off,opponent_shots_off,barca_total_shots,opponent_total_shots,barca_shot_accuracy,barca_corners,opponent_corners,barca_crosses,opponent_crosses,barca_fouls,opponent_fouls,barca_yellow_cards,opponent_yellow_cards,barca_red_cards,opponent_red_cards,barca_goal_events,opponent_goal_events
24231,2015/2016,14,05/12/2015 00:00,Spain,Spain LIGA BBVA,Away,Valencia CF,1,1,Draw,1,0,64.0,36.0,True,9.0,6.0,6.0,3.0,15.0,9.0,0.6,6.0,0.0,12.0,7.0,15.0,13.0,1.0,3.0,0.0,0.0,1.0,1.0
24241,2015/2016,15,12/12/2015 00:00,Spain,Spain LIGA BBVA,Home,RC Deportivo de La Coruña,2,2,Draw,1,0,68.0,32.0,True,7.0,2.0,10.0,8.0,17.0,10.0,0.4117647058823529,6.0,2.0,23.0,8.0,4.0,11.0,0.0,2.0,0.0,0.0,2.0,2.0
24252,2015/2016,16,17/02/2016 00:00,Spain,Spain LIGA BBVA,Away,Real Sporting de Gijón,3,1,Win,3,2,70.0,30.0,True,6.0,2.0,8.0,3.0,14.0,5.0,0.42857142857142855,4.0,1.0,11.0,4.0,8.0,12.0,1.0,2.0,0.0,0.0,4.0,1.0
24262,2015/2016,17,30/12/2015 00:00,Spain,Spain LIGA BBVA,Home,Real Betis Balompié,4,0,Win,3,4,63.0,37.0,True,6.0,6.0,5.0,6.0,11.0,12.0,0.5454545454545454,2.0,3.0,9.0,7.0,14.0,18.0,1.0,3.0,0.0,0.0,4.0,1.0
24273,2015/2016,18,02/01/2016 00:00,Spain,Spain LIGA BBVA,Away,RCD Espanyol,0,0,Draw,1,0,74.0,26.0,True,4.0,3.0,6.0,3.0,10.0,6.0,0.4,10.0,6.0,13.0,10.0,10.0,21.0,3.0,5.0,0.0,0.0,0.0,0.0
24283,2015/2016,19,09/01/2016 00:00,Spain,Spain LIGA BBVA,Home,Granada CF,4,0,Win,3,4,60.0,40.0,True,5.0,5.0,8.0,3.0,13.0,8.0,0.38461538461538464,7.0,0.0,10.0,9.0,15.0,19.0,1.0,4.0,0.0,0.0,4.0,0.0
24291,2015/2016,2,29/08/2015 00:00,Spain,Spain LIGA BBVA,Home,Málaga CF,1,0,Win,3,1,66.0,34.0,True,17.0,1.0,7.0,3.0,24.0,4.0,0.7083333333333334,15.0,2.0,17.0,8.0,4.0,23.0,0.0,3.0,0.0,0.0,1.0,0.0
24301,2015/2016,20,17/01/2016 00:00,Spain,Spain LIGA BBVA,Home,Athletic Club de Bilbao,6,0,Win,3,6,70.0,30.0,True,4.0,5.0,10.0,3.0,14.0,8.0,0.2857142857142857,6.0,2.0,27.0,5.0,6.0,7.0,2.0,2.0,0.0,1.0,6.0,0.0
24311,2015/2016,21,23/01/2016 00:00,Spain,Spain LIGA BBVA,Away,Málaga CF,2,1,Win,3,1,65.0,35.0,True,5.0,9.0,4.0,4.0,9.0,13.0,0.5555555555555556,3.0,4.0,12.0,15.0,9.0,14.0,3.0,3.0,0.0,0.0,2.0,1.0
24320,2015/2016,22,30/01/2016 00:00,Spain,Spain LIGA BBVA,Home,Atlético Madrid,2,1,Win,3,1,65.0,35.0,True,4.0,4.0,4.0,3.0,8.0,7.0,0.5,8.0,6.0,12.0,13.0,7.0,18.0,0.0,4.0,0.0,1.0,2.0,1.0
24330,2015/2016,23,07/02/2016 00:00,Spain,Spain LIGA BBVA,Away,Levante UD,2,0,Win,3,2,62.0,38.0,True,5.0,4.0,8.0,7.0,13.0,11.0,0.38461538461538464,5.0,2.0,17.0,19.0,10.0,15.0,3.0,4.0,0.0,0.0,1.0,1.0
24339,2015/2016,24,14/02/2016 00:00,Spain,Spain LIGA BBVA,Home,RC Celta de Vigo,6,1,Win,3,5,69.0,31.0,True,7.0,4.0,7.0,6.0,14.0,10.0,0.5,1.0,1.0,16.0,6.0,10.0,16.0,0.0,4.0,0.0,0.0,7.0,1.0
24349,2015/2016,25,20/02/2016 00:00,Spain,Spain LIGA BBVA,Away,UD Las Palmas,2,1,Win,3,1,54.0,46.0,True,8.0,7.0,3.0,9.0,11.0,16.0,0.7272727272727273,6.0,3.0,10.0,15.0,13.0,12.0,2.0,1.0,0.0,0.0,2.0,1.0
24358,2015/2016,26,28/02/2016 00:00,Spain,Spain LIGA BBVA,Home,Sevilla FC,2,1,Win,3,1,68.0,32.0,True,9.0,4.0,7.0,8.0,16.0,12.0,0.5625,6.0,7.0,12.0,14.0,13.0,12.0,3.0,2.0,0.0,0.0,2.0,1.0
24368,2015/2016,27,03/03/2016 00:00,Spain,Spain LIGA BBVA,Away,Rayo Vallecano,5,1,Win,3,4,64.0,36.0,True,5.0,3.0,9.0,3.0,14.0,6.0,0.35714285714285715,5.0,3.0,10.0,12.0,8.0,17.0,2.0,0.0,0.0,2.0,6.0,1.0
24378,2015/2016,28,06/03/2016 00:00,Spain,Spain LIGA BBVA,Away,SD Eibar,4,0,Win,3,4,70.0,30.0,True,4.0,2.0,3.0,5.0,7.0,7.0,0.5714285714285714,2.0,6.0,13.0,24.0,10.0,18.0,2.0,3.0,0.0,0.0,4.0,0.0
24389,2015/2016,29,12/03/2016 00:00,Spain,Spain LIGA BBVA,Home,Getafe CF,6,0,Win,3,6,65.0,35.0,True,4.0,1.0,5.0,6.0,9.0,7.0,0.4444444444444444,5.0,3.0,9.0,3.0,7.0,13.0,0.0,3.0,0.0,0.0,6.0,1.0
24400,2015/2016,3,12/09/2015 00:00,Spain,Spain LIGA BBVA,Away,Atlético Madrid,2,1,Win,3,1,70.0,30.0,True,5.0,4.0,5.0,5.0,10.0,9.0,0.5,10.0,1.0,10.0,5.0,5.0,17.0,1.0,3.0,0.0,0.0,2.0,1.0
24409,2015/2016,30,20/03/2016 00:00,Spain,Spain LIGA BBVA,Away,Villarreal CF,2,2,Draw,1,0,63.0,37.0,True,6.0,9.0,5.0,6.0,11.0,15.0,0.5454545454545454,4.0,4.0,15.0,6.0,9.0,17.0,4.0,8.0,0.0,0.0,3.0,1.0
24420,2015/2016,31,02/04/2016 00:00,Spain,Spain LIGA BBVA,Home,Real Madrid CF,1,2,Loss,0,-1,61.0,39.0,True,6.0,6.0,9.0,4.0,15.0,10.0,0.4,4.0,3.0,6.0,10.0,18.0,18.0,3.0,3.0,0.0,0.0,1.0,2.0
24430,2015/2016,32,09/04/2016 00:00,Spain,Spain LIGA BBVA,Away,Real Sociedad,0,1,Loss,0,-1,74.0,26.0,True,10.0,0.0,3.0,1.0,13.0,1.0,0.7692307692307693,9.0,5.0,14.0,5.0,12.0,14.0,3.0,1.0,0.0,0.0,0.0,1.0
24441,2015/2016,33,17/04/2016 00:00,Spain,Spain LIGA BBVA,Home,Valencia CF,1,2,Loss,0,-1,65.0,35.0,True,14.0,2.0,7.0,4.0,21.0,6.0,0.6666666666666666,7.0,2.0,16.0,6.0,12.0,15.0,3.0,3.0,0.0,0.0,2.0,1.0
24451,2015/2016,34,20/04/2016 00:00,Spain,Spain LIGA BBVA,Away,RC Deportivo de La Coruña,8,0,Win,3,8,66.0,34.0,True,4.0,9.0,7.0,10.0,11.0,19.0,0.36363636363636365,2.0,6.0,17.0,18.0,8.0,11.0,0.0,1.0,0.0,0.0,8.0,0.0
24462,2015/2016,35,23/04/2016 00:00,Spain,Spain LIGA BBVA,Home,Real Sporting de Gijón,6,0,Win,3,6,73.0,27.0,True,7.0,4.0,12.0,2.0,19.0,6.0,0.3684210526315789,6.0,1.0,16.0,12.0,11.0,11.0,0.0,3.0,0.0,0.0,6.0,0.0
24472,2015/2016,36,30/04/2016 00:00,Spain,Spain LIGA BBVA,Away,Real Betis Balompié,2,0,Win,3,2,67.0,33.0,True,4.0,1.0,5.0,1.0,9.0,2.0,0.4444444444444444,4.0,2.0,14.0,2.0,11.0,9.0,3.0,4.0,0.0,0.0,2.0,0.0
24483,2015/2016,37,08/05/2016 00:00,Spain,Spain LIGA BBVA,Home,RCD Espanyol,5,0,Win,3,5,72.0,28.0,True,4.0,3.0,8.0,2.0,12.0,5.0,0.3333333333333333,8.0,0.0,23.0,9.0,13.0,26.0,2.0,7.0,0.0,0.0,6.0,0.0
24493,2015/2016,38,14/05/2016 00:00,Spain,Spain LIGA BBVA,Away,Granada CF,3,0,Win,3,3,67.0,33.0,True,6.0,2.0,3.0,7.0,9.0,9.0,0.6666666666666666,6.0,5.0,14.0,19.0,10.0,12.0,2.0,5.0,0.0,0.0,3.0,0.0
24500,2015/2016,4,20/09/2015 00:00,Spain,Spain LIGA BBVA,Home,Levante UD,4,1,Win,3,3,64.0,36.0,True,8.0,5.0,9.0,5.0,17.0,10.0,0.47058823529411764,4.0,4.0,11.0,8.0,7.0,15.0,0.0,1.0,0.0,0.0,5.0,1.0
24509,2015/2016,5,23/09/2015 00:00,Spain,Spain LIGA BBVA,Away,RC Celta de Vigo,1,4,Loss,0,-3,54.0,46.0,True,9.0,5.0,8.0,8.0,17.0,13.0,0.5294117647058824,10.0,5.0,4.0,9.0,4.0,18.0,2.0,2.0,0.0,0.0,1.0,4.0
24519,2015/2016,6,26/09/2015 00:00,Spain,Spain LIGA BBVA,Home,UD Las Palmas,2,1,Win,3,1,63.0,37.0,True,7.0,6.0,10.0,4.0,17.0,10.0,0.4117647058823529,3.0,4.0,10.0,4.0,12.0,23.0,2.0,4.0,0.0,0.0,3.0,1.0
24528,2015/2016,7,03/10/2015 00:00,Spain,Spain LIGA BBVA,Away,Sevilla FC,1,2,Loss,0,-1,58.0,42.0,True,18.0,6.0,8.0,6.0,26.0,12.0,0.6923076923076923,9.0,7.0,21.0,15.0,16.0,15.0,3.0,5.0,0.0,0.0,1.0,2.0
24538,2015/2016,8,17/10/2015 00:00,Spain,Spain LIGA BBVA,Home,Rayo Vallecano,5,2,Win,3,3,47.0,53.0,True,5.0,8.0,3.0,6.0,8.0,14.0,0.625,7.0,10.0,5.0,21.0,7.0,13.0,1.0,2.0,0.0,0.0,5.0,2.0
24548,2015/2016,9,25/10/2015 00:00,Spain,Spain LIGA BBVA,Home,SD Eibar,3,1,Win,3,2,69.0,31.0,True,3.0,3.0,8.0,3.0,11.0,6.0,0.2727272727272727,6.0,2.0,13.0,10.0,14.0,18.0,3.0,5.0,1.0,0.0,3.0,1.0
