id,match_id,homepos,awaypos,elapsed,elapsed_plus
2526701,3355,54,46,87,
2525538,3356,16,84,22,
2525889,3356,18,82,45,
2526122,3356,24,76,62,
2526589,3356,27,73,90,1
2526989,3357,49,51,22,
2527047,3357,49,51,45,1
2527104,3357,47,53,64,
2527167,3357,47,53,90,
2525573,3358,28,72,24,
2525836,3358,39,61,43,
2526237,3358,37,63,68,
2526597,3358,33,67,90,
2303947,3359,54,46,23,
2304193,3359,50,50,45,
2304576,3359,46,54,68,
2304905,3359,50,50,90,2
2305161,3360,55,45,29,
2305267,3360,54,46,65,
2306926,3361,37,63,20,
2307031,3361,51,49,44,
2307178,3361,48,52,68,
2307267,3361,49,51,86,
2303896,3362,81,19,20,
2304162,3362,70,30,45,
2304551,3362,67,33,65,
2304848,3362,61,39,87,
2303925,3363,61,39,23,
2304169,3363,55,45,45,1
2304569,3363,50,50,70,
2303960,3364,57,43,24,
2304165,3364,51,49,44,
2304554,3364,51,49,67,
2304842,3364,47,53,88,
2306345,3365,31,69,20,
2306460,3365,28,72,44,
2306622,3365,46,54,65,
2306729,3365,33,67,88,
2517415,3366,63,37,16,
2517462,3366,55,45,41,
2517537,3366,55,45,67,
2517566,3366,51,49,81,
2303363,3367,62,38,20,
2303442,3367,57,43,40,
2303543,3367,61,39,65,
2303620,3367,61,39,89,
2303942,3368,71,29,22,
2304191,3368,65,35,45,
2304561,3368,58,42,67,
2304883,3368,59,41,90,
2530594,3369,57,43,24,
2530688,3369,55,45,68,
2530735,3369,58,42,90,
2529515,3370,33,67,23,
2529849,3370,42,58,45,2
2530163,3370,43,57,68,
2530518,3370,47,53,90,4
2532385,3371,66,34,20,
2532484,3371,58,42,43,
2532616,3371,52,48,64,
2532723,3371,48,52,89,
2529517,3372,57,43,24,
2529785,3372,58,42,44,
2530148,3372,60,40,69,
2530427,3372,58,42,89,
2529484,3373,63,37,21,
2529753,3373,68,32,41,
2530097,3373,59,41,66,
2530433,3373,58,42,89,
2529492,3374,48,52,21,
2529792,3374,42,58,45,
2530248,3374,48,52,74,
2530528,3374,51,49,90,5
2532807,3375,33,67,20,
2532844,3375,31,69,31,
2532877,3375,33,67,45,1
2532929,3375,31,69,65,
2532969,3375,40,60,82,
2529490,3376,42,58,21,
2529828,3376,39,61,45,2
2530247,3376,48,52,75,
2530530,3376,39,61,90,
2529491,3377,54,46,21,
2529773,3377,52,48,43,
2530106,3377,56,44,65,
2530527,3377,56,44,90,6
2528890,3378,44,56,17,
2528937,3378,52,48,28,
2528985,3378,45,55,44,
2529084,3378,41,59,64,
2529170,3378,46,54,90,
2539048,3379,66,34,21,
2539124,3379,51,49,31,
2539215,3379,60,40,44,
2539369,3379,60,40,63,
2539545,3379,57,43,87,
2539070,3380,48,52,24,
2539227,3380,57,43,45,1
2539432,3380,61,39,71,
2539567,3380,63,37,90,1
2536608,3381,53,47,23,
2536898,3381,64,36,45,2
2537221,3381,68,32,68,
2537531,3381,67,33,90,4
2539175,3382,47,53,23,
2539267,3382,48,52,45,1
2539517,3382,40,60,69,
2539617,3382,55,45,90,
2537651,3383,43,57,28,
2537682,3383,47,53,43,
2537734,3383,49,51,65,
2537800,3383,47,53,89,
2536577,3384,74,26,21,
2536910,3384,68,32,45,
2537215,3384,65,35,68,
2537544,3384,66,34,90,6
2536652,3385,47,53,27,
2536821,3385,53,47,41,
2537178,3385,64,36,65,
2537409,3385,61,39,85,
2535914,3386,45,55,23,
2536029,3386,52,48,45,2
2536164,3386,51,49,68,
2536301,3386,47,53,90,5
2536656,3387,56,44,28,
2536911,3387,58,42,44,
2537320,3387,54,46,77,
2537442,3387,55,45,87,
2536534,3388,58,42,16,
2536855,3388,51,49,43,
2537202,3388,47,53,67,
2537306,3388,47,53,76,
2537499,3388,50,50,90,2
2550552,3389,44,56,21,
2550589,3389,39,61,36,
2550706,3389,42,58,70,
2550785,3389,45,55,90,2
2548763,3390,48,52,20,
2549030,3390,49,51,42,
2549374,3390,55,45,66,
2549661,3390,54,46,89,
2548777,3391,56,44,21,
2549038,3391,59,41,42,
2549361,3391,58,42,63,
2549682,3391,57,43,89,
2548814,3392,56,44,22,
2549113,3392,65,35,45,
2549423,3392,55,45,66,
2549755,3392,58,42,90,
2550192,3393,70,30,20,
2550244,3393,60,40,37,
2550369,3393,58,42,71,
2550427,3393,58,42,90,
2548802,3394,56,44,23,
2549100,3394,53,47,45,1
2549404,3394,50,50,69,
2549686,3394,50,50,90,1
2548387,3395,41,59,30,
2548412,3395,39,61,45,
2548458,3395,42,58,63,
2548506,3395,40,60,90,1
2548806,3396,58,42,23,
2549122,3396,45,55,45,1
2549416,3396,41,59,68,
2549762,3396,42,58,90,4
2548794,3397,57,43,23,
2549073,3397,52,48,45,
2549427,3397,39,61,68,
2549684,3397,45,55,89,
2548799,3398,61,39,22,
2549097,3398,55,45,45,
2549451,3398,62,38,69,
2549746,3398,58,42,90,1
2562901,3399,67,33,20,
2563023,3399,71,29,44,
2563170,3399,60,40,61,
2563274,3399,55,45,83,
2560540,3400,60,40,25,
2560853,3400,61,39,45,2
2561275,3400,61,39,70,
2561548,3400,60,40,90,1
2560553,3401,58,42,23,
2560867,3401,50,50,45,1
2561240,3401,52,48,66,
2561571,3401,54,46,90,1
2560507,3402,61,39,21,
2560830,3402,56,44,44,
2561218,3402,58,42,65,
2561543,3402,55,45,90,
2564744,3403,60,40,16,
2564818,3403,56,44,44,
2564903,3403,48,52,67,
2564988,3403,58,42,90,4
2560404,3404,71,29,12,
2560666,3404,62,38,31,
2561353,3404,63,37,75,
2563580,3405,48,52,26,
2563649,3405,51,49,45,1
2563787,3405,48,52,66,
2563940,3405,52,48,90,1
2561887,3406,55,45,22,
2561981,3406,47,53,45,
2562209,3406,51,49,66,
2562300,3406,46,54,90,
2560527,3407,61,39,23,
2560838,3407,65,35,45,
2561251,3407,63,37,68,
2561621,3407,60,40,90,5
2560530,3408,58,42,23,
2560841,3408,51,49,45,
2561270,3408,54,46,68,
2561638,3408,56,44,90,5
2573774,3409,61,39,28,
2574004,3409,52,48,45,1
2574314,3409,54,46,70,
2574599,3409,57,43,90,1
2572325,3410,37,63,21,
2572545,3410,36,64,45,2
2572767,3410,42,58,71,
2572972,3410,44,56,90,6
2573870,3411,61,39,20,
2574077,3411,63,37,41,
2574319,3411,57,43,56,
2574690,3411,53,47,87,
2573564,3412,45,55,11,
2573746,3412,46,54,26,
2573812,3412,50,50,31,
2574221,3412,49,51,61,
2574608,3412,41,59,90,2
2574653,3412,44,56,90,
2572331,3413,32,68,22,
2572507,3413,30,70,43,
2572733,3413,30,70,68,
2572897,3413,30,70,88,
2573883,3414,27,73,21,
2574100,3414,37,63,45,1
2574455,3414,32,68,68,
2574701,3414,32,68,90,
2572356,3415,40,60,25,
2572422,3415,,,35,
2572496,3415,47,53,42,
2572794,3415,42,58,65,
2572917,3415,38,62,86,
2572292,3416,40,60,18,
2572523,3416,47,53,45,
2572736,3416,50,50,68,
2572911,3416,46,54,90,
2573699,3417,61,39,22,
2574003,3417,61,39,45,
2574286,3417,58,42,66,
2574553,3417,57,43,87,
2573903,3418,54,46,23,
2574088,3418,50,50,43,
2574441,3418,47,53,66,
2574699,3418,45,55,88,
2578595,3419,58,42,22,
2578889,3419,55,45,40,
2579399,3419,51,49,65,
2579743,3419,58,42,85,
2578675,3420,64,36,27,
2579051,3420,67,33,45,
2579403,3420,63,37,66,
2579802,3420,64,36,90,
2580203,3421,36,64,25,
2580345,3421,48,52,45,1
2580543,3421,40,60,71,
2580624,3421,36,64,88,
2582790,3422,49,51,21,
2582875,3422,49,51,41,
2583115,3422,45,55,67,
2583270,3422,49,51,88,
2578646,3423,51,49,24,
2578984,3423,55,45,45,
2579473,3423,54,46,66,
2579856,3423,43,57,90,
2577838,3424,54,46,24,
2577924,3424,51,49,45,
2578044,3424,60,40,66,
2578178,3424,52,48,90,3
2578603,3425,63,37,22,
2578969,3425,55,45,45,
2579433,3425,50,50,68,
2581918,3426,34,66,25,
2581960,3426,45,55,31,
2582078,3426,40,60,45,2
2582318,3426,32,68,63,
2582425,3426,35,65,83,
2578615,3427,47,53,23,
2578924,3427,41,59,42,
2579344,3427,43,57,64,
2579776,3427,44,56,90,
2578533,3428,59,41,17,
2578719,3428,57,43,29,
2579005,3428,56,44,45,1
2579474,3428,51,49,68,
2579880,3428,55,45,90,
2595306,3429,52,48,27,
2595429,3429,48,52,45,3
2595627,3429,47,53,65,
2595824,3429,46,54,87,
2592025,3430,47,53,23,
2592364,3430,52,48,45,1
2592756,3430,68,32,67,
2597946,3431,59,41,21,
2598023,3431,53,47,45,1
2598090,3431,57,43,67,
2598164,3431,59,41,90,1
2596187,3432,67,33,17,
2596315,3432,48,52,43,
2596426,3432,52,48,65,
2596545,3432,53,47,90,3
2591968,3433,40,60,16,
2592158,3433,38,62,32,
2592702,3433,45,55,61,
2592930,3433,47,53,75,
2593199,3433,44,56,90,5
2593477,3434,47,53,24,
2593580,3434,41,59,44,
2593803,3434,50,50,67,
2593882,3434,50,50,90,1
2592024,3435,49,51,23,
2592146,3435,58,42,32,
2592366,3435,61,39,45,1
2592798,3435,53,47,70,
2593132,3435,57,43,90,3
2592019,3436,37,63,22,
2592336,3436,43,57,44,
2592752,3436,40,60,66,
2593072,3436,44,56,89,
2591962,3437,68,32,17,
2592287,3437,70,30,42,
2592740,3437,61,39,62,
2593007,3437,58,42,82,
2591199,3438,53,47,20,
2591312,3438,49,51,45,
2591488,3438,56,44,70,
2591658,3438,51,49,90,5
2615328,3439,42,58,24,
2615585,3439,49,51,45,
2615991,3439,48,52,69,
2616216,3439,53,47,89,
2614702,3440,68,32,19,
2614785,3440,59,41,43,
2614902,3440,56,44,70,
2614978,3440,55,45,90,
2606790,3441,61,39,24,
2606909,3441,53,47,45,2
2607068,3441,59,41,67,
2607139,3441,61,39,82,
2618145,3442,54,46,22,
2618285,3442,54,46,45,1
2618476,3442,51,49,68,
2618610,3442,49,51,90,
2618144,3443,38,62,23,
2618275,3443,55,45,45,
2618472,3443,49,51,66,
2618621,3443,58,42,90,1
2615354,3444,43,57,24,
2615576,3444,41,59,44,
2615944,3444,42,58,67,
2616194,3444,43,57,89,
2615290,3445,50,50,20,
2615588,3445,45,55,45,1
2615934,3445,47,53,65,
2616192,3445,51,49,87,
2615317,3446,66,34,22,
2615624,3446,46,54,45,
2615882,3446,43,57,61,
2616265,3446,39,61,90,3
2615330,3447,30,70,23,
2615621,3447,60,40,45,2
2615965,3447,48,52,65,
2616272,3447,49,51,90,2
2621531,3448,40,60,26,
2621587,3448,56,44,45,
2621682,3448,47,53,66,
2621775,3448,35,65,90,1
2634138,3449,57,43,20,
2634210,3449,48,52,44,
2634293,3449,44,56,64,
2634360,3449,46,54,90,
2629246,3450,56,44,23,
2629616,3450,60,40,45,
2630200,3450,57,43,73,
2630478,3450,53,47,90,
2629096,3451,61,39,12,
2629491,3451,57,43,37,
2629177,3452,56,44,18,
2629557,3452,59,41,41,
2630128,3452,53,47,65,
2630523,3452,55,45,89,
2629261,3453,60,40,23,
2629708,3453,63,37,45,
2630096,3453,62,38,61,
2630415,3453,60,40,81,
2630618,3453,59,41,90,6
2629288,3454,,,27,
2629350,3454,23,77,28,
2629609,3454,51,49,44,
2630099,3454,71,29,62,
2630556,3454,49,51,90,
2629233,3455,48,52,23,
2629589,3455,50,50,44,
2630118,3455,48,52,67,
2630476,3455,49,51,89,
2629254,3456,61,39,23,
2629578,3456,49,51,43,
2630057,3456,52,48,64,
2630554,3456,52,48,90,
2632434,3457,34,66,20,
2632535,3457,53,47,41,
2632704,3457,54,46,65,
2632885,3457,52,48,90,
2630897,3458,47,53,24,
2630985,3458,59,41,45,2
2631126,3458,50,50,69,
2704661,3459,46,54,23,
2704716,3459,50,50,43,
2704845,3459,51,49,68,
2704928,3459,55,45,87,
2707264,3460,50,50,61,
2707445,3460,53,47,87,
2644084,3461,35,65,23,
2644245,3461,47,53,45,
2644463,3461,40,60,68,
2644657,3461,41,59,90,1
2706723,3462,53,47,22,
2706912,3462,58,42,45,1
2707211,3462,44,56,68,
2707399,3462,50,50,90,1
2643842,3463,55,45,23,
2643916,3463,62,38,44,
2644125,3463,59,41,66,
2644248,3463,57,43,89,
2640751,3464,40,60,21,
2641041,3464,46,54,45,
2641348,3464,52,48,68,
2641575,3464,43,57,87,
2641665,3464,46,54,90,
2640782,3465,46,54,24,
2641023,3465,47,53,45,
2641342,3465,50,50,69,
2641664,3465,45,55,90,5
2640748,3466,35,65,21,
2640966,3466,47,53,41,
2641628,3466,45,55,90,2
2640770,3467,49,51,23,
2640976,3467,48,52,40,
2641260,3467,47,53,63,
2641555,3467,45,55,86,
2706734,3468,51,49,24,
2706896,3468,47,53,45,
2707185,3468,48,52,65,
2707426,3468,43,57,90,3
2301349,3469,69,31,16,
2301377,3469,51,49,26,
2301446,3469,56,44,45,
2301545,3469,54,46,65,
2301634,3469,60,40,90,2
2322923,3470,48,52,26,
2323029,3470,44,56,45,
2323228,3470,46,54,70,
2323309,3470,54,46,87,
2320163,3471,61,39,14,
2320183,3471,70,30,19,
2320210,3471,61,39,27,
2320237,3471,60,40,37,
2320380,3471,56,44,64,
2320451,3471,54,46,80,
2320529,3471,53,47,90,1
2323714,3472,53,47,28,
2323851,3472,58,42,45,
2324133,3472,54,46,69,
2323600,3473,37,63,15,
2323715,3473,49,51,26,
2323785,3473,46,54,35,
2323934,3473,42,58,49,
2324048,3473,46,54,62,
2324139,3473,43,57,71,
2324288,3473,43,57,85,
2319119,3474,60,40,24,
2319290,3474,61,39,44,
2319662,3474,57,43,66,
2319994,3474,59,41,90,5
2319076,3475,56,44,17,
2319159,3475,54,46,27,
2319198,3475,57,43,32,
2319314,3475,53,47,45,1
2319472,3475,56,44,55,
2319624,3475,61,39,67,
2319730,3475,58,42,75,
2319124,3476,50,50,24,
2319681,3476,54,46,69,
2319911,3476,61,39,89,
2319968,3476,63,37,90,6
2318778,3477,60,40,22,
2318866,3477,56,44,69,
2318918,3477,50,50,90,
2319115,3478,59,41,23,
2319313,3478,63,37,45,1
2319649,3478,67,33,68,
2319967,3478,61,39,90,
2651604,3479,61,39,22,
2651839,3479,53,47,45,3
2652132,3479,59,41,70,
2652378,3479,59,41,90,6
2654420,3480,67,33,45,
2654640,3480,57,43,67,
2654831,3480,48,52,90,1
2651251,3481,58,42,45,1
2651252,3481,54,46,25,
2651331,3481,56,44,72,
2651387,3481,55,45,90,1
2652555,3482,61,39,24,
2652601,3482,58,42,41,
2652629,3482,59,41,45,
2652804,3482,53,47,71,
2652898,3482,58,42,90,4
2651650,3483,67,33,28,
2651821,3483,50,50,45,2
2652183,3483,50,50,71,
2652331,3483,56,44,90,1
2651523,3484,42,58,14,
2651765,3484,58,42,41,
2651991,3484,59,41,56,
2652308,3484,56,44,87,
2653289,3485,54,46,21,
2653402,3485,49,51,44,
2653712,3485,56,44,75,
2653822,3485,50,50,90,
2651539,3486,68,32,16,
2651815,3486,46,54,44,
2652071,3486,48,52,65,
2652328,3486,46,54,90,
2653835,3487,58,42,22,
2653939,3487,56,44,45,
2654253,3487,55,45,68,
2654431,3487,58,42,88,
2654237,3488,50,50,24,
2654413,3488,50,50,44,
2654719,3488,48,52,73,
2654886,3488,52,48,90,4
2669265,3489,57,43,21,
2669625,3489,59,41,43,
2669935,3489,66,34,56,
2670520,3489,69,31,90,2
2671689,3490,41,59,24,
2671815,3490,47,53,45,1
2672012,3490,42,58,72,
2672127,3490,45,55,90,2
2670816,3491,54,46,22,
2670910,3491,59,41,43,
2671124,3491,53,47,68,
2671242,3491,54,46,90,4
2675331,3492,64,36,23,
2675548,3492,55,45,65,
2675661,3492,57,43,90,2
2669268,3493,60,40,22,
2669694,3493,59,41,45,2
2670107,3493,61,39,65,
2670488,3493,64,36,90,
2669302,3494,50,50,22,
2669628,3494,60,40,44,
2670190,3494,60,40,68,
2670497,3494,54,46,89,
2668596,3495,40,60,22,
2668661,3495,47,53,44,
2668776,3495,48,52,70,
2668850,3495,51,49,88,
2669319,3496,52,48,24,
2669639,3496,62,38,45,
2670186,3496,60,40,69,
2670466,3496,63,37,88,
2669469,3497,45,55,33,
2669657,3497,42,58,45,
2670204,3497,,,71,
2670210,3497,47,53,71,
2670494,3497,48,52,90,
2669313,3498,44,56,22,
2669703,3498,49,51,45,1
2670163,3498,53,47,68,
2670551,3498,46,54,90,2
2684882,3499,51,49,23,
2685185,3499,57,43,45,2
2685561,3499,57,43,72,
2685749,3499,58,42,89,
2684031,3500,67,33,23,
2684191,3500,68,32,44,
2684605,3500,66,34,71,
2684813,3500,66,34,89,
2688858,3501,55,45,20,
2688977,3501,50,50,44,
2689101,3501,52,48,64,
2689238,3501,51,49,90,3
2684876,3502,55,45,23,
2685150,3502,52,48,45,
2685497,3502,48,52,67,
2685699,3502,47,53,87,
2681502,3503,40,60,28,
2681615,3503,43,57,41,
2681725,3503,35,65,45,
2682306,3503,35,65,90,
2685558,3504,52,48,20,
2685791,3504,45,55,42,
2686103,3504,42,58,66,
2686333,3504,47,53,89,
2680878,3505,43,57,26,
2680961,3505,51,49,44,
2681085,3505,48,52,63,
2681193,3505,42,58,89,
2681396,3506,42,58,16,
2681647,3506,,,45,
2681657,3506,47,53,45,
2681926,3506,39,61,62,
2682083,3506,46,54,76,
2682246,3506,48,52,90,1
2684313,3507,51,49,22,
2684525,3507,52,48,44,
2684939,3507,54,46,64,
2681456,3508,42,58,23,
2681629,3508,45,55,43,
2681996,3508,43,57,67,
2682228,3508,49,51,88,
2696699,3509,56,44,24,
2697001,3509,52,48,45,
2697470,3509,53,47,69,
2696748,3510,44,56,28,
2697539,3510,51,49,73,
2697862,3510,51,49,90,3
2757313,3511,57,43,24,
2757419,3511,56,44,45,
2757640,3511,56,44,67,
2757759,3511,52,48,85,
2696732,3512,57,43,25,
2696996,3512,63,37,43,
2697475,3512,62,38,68,
2697885,3512,60,40,90,4
2755159,3513,54,46,25,
2755250,3513,62,38,44,
2755376,3513,57,43,68,
2755469,3513,54,46,88,
2698943,3514,49,51,26,
2699014,3514,51,49,43,
2699210,3514,52,48,68,
2699330,3514,51,49,89,
2696645,3515,41,59,20,
2696968,3515,38,62,43,
2697368,3515,40,60,63,
2697765,3515,39,61,88,
2696620,3516,59,41,17,
2697015,3516,61,39,45,
2697683,3516,56,44,82,
2697830,3516,57,43,90,1
2699479,3517,49,51,20,
2699642,3517,46,54,44,
2699813,3517,51,49,65,
2699922,3517,44,56,87,
2755116,3518,66,34,16,
2755239,3518,50,50,42,
2755345,3518,55,45,62,
2755461,3518,56,44,89,
2711467,3519,26,74,22,
2711898,3519,31,69,45,1
2712546,3519,27,73,67,
2712996,3519,38,62,89,
2716259,3520,43,57,16,
2716473,3520,50,50,41,
2716757,3520,45,55,65,
2716968,3520,47,53,89,
2719519,3521,58,42,26,
2719567,3521,54,46,45,
2719645,3521,50,50,66,
2719706,3521,52,48,87,
2711260,3522,61,39,12,
2711637,3522,54,46,32,
2711817,3522,49,51,41,
2712771,3522,53,47,77,
2713166,3522,51,49,77,
2713177,3522,45,55,90,
2711479,3523,57,43,23,
2711956,3523,53,47,45,4
2712672,3523,51,49,71,
2713111,3523,54,46,90,3
2711492,3524,41,59,25,
2711901,3524,51,49,45,2
2712623,3524,52,48,71,
2713058,3524,51,49,90,2
2711430,3525,60,40,20,
2711859,3525,48,52,44,
2712483,3525,49,51,65,
2712934,3525,53,47,86,
2715172,3526,46,54,15,
2715325,3526,55,45,41,
2715582,3526,46,54,62,
2715711,3526,56,44,81,
2711459,3527,55,45,21,
2711873,3527,57,43,44,
2712490,3527,61,39,64,
2713116,3527,59,41,90,3
2711627,3528,36,64,31,
2712247,3528,37,63,55,
2712876,3528,35,65,82,
2713151,3528,44,56,90,
2732428,3529,52,48,24,
2732641,3529,53,47,45,
2732818,3529,47,53,67,
2732987,3529,45,55,90,1
2735602,3530,50,50,21,
2735659,3530,63,37,45,2
2735700,3530,62,38,65,
2735746,3530,61,39,90,
2731948,3531,64,36,22,
2732137,3531,58,42,45,1
2732462,3531,59,41,67,
2732670,3531,60,40,90,
2727693,3532,66,34,26,
2727956,3532,60,40,45,
2728421,3532,52,48,68,
2728777,3532,60,40,90,2
2726612,3533,60,40,20,
2726788,3533,51,49,44,
2727031,3533,46,54,66,
2727203,3533,61,39,89,
2729211,3534,43,57,23,
2729342,3534,52,48,43,
2729627,3534,44,56,68,
2729710,3534,52,48,82,
2729766,3534,51,49,90,3
2731205,3535,31,69,22,
2731404,3535,53,47,45,
2731699,3535,55,45,67,
2731879,3535,54,46,90,
2727660,3536,63,37,23,
2727786,3536,53,47,31,
2727988,3536,51,49,45,1
2728455,3536,55,45,68,
2728521,3536,55,45,72,
2728805,3536,55,45,90,2
2727812,3537,47,53,33,
2728017,3537,52,48,45,
2728472,3537,46,54,70,
2728679,3537,47,53,83,
2727613,3538,24,76,20,
2727910,3538,45,55,42,
2728418,3538,39,61,65,
2728800,3538,53,47,90,1
2745593,3539,47,53,22,
2745895,3539,52,48,43,
2746392,3539,49,51,67,
2746693,3539,49,51,89,
2748973,3540,45,55,25,
2749136,3540,47,53,45,1
2749454,3540,49,51,73,
2749565,3540,51,49,90,1
2749920,3541,57,43,20,
2750096,3541,47,53,44,
2750292,3541,46,54,64,
2750527,3541,48,52,90,1
2745608,3542,47,53,24,
2745984,3542,56,44,45,2
2746436,3542,44,56,70,
2746773,3542,57,43,90,4
2747040,3543,48,52,27,
2747175,3543,39,61,44,
2747415,3543,49,51,66,
2747554,3543,41,59,86,
2752983,3544,50,50,25,
2753041,3544,60,40,45,1
2753115,3544,57,43,71,
2753161,3544,59,41,90,1
2745596,3545,64,36,23,
2745907,3545,53,47,44,
2746394,3545,47,53,67,
2746726,3545,52,48,90,1
2745920,3546,49,51,16,
2746004,3546,56,44,25,
2746185,3546,40,60,41,
2746796,3546,55,45,66,
2746911,3546,61,39,86,
2745619,3547,49,51,23,
2745937,3547,46,54,45,
2746487,3547,41,59,71,
2746629,3547,47,53,82,
2746802,3547,,,90,3
2746835,3547,47,53,90,3
2745648,3548,46,54,26,
2745934,3548,44,56,45,1
2746446,3548,47,53,70,
2746743,3548,50,50,90,2
2770954,3549,69,31,17,
2771015,3549,57,43,29,
2771184,3549,52,48,62,
2771287,3549,51,49,86,
2761285,3550,37,63,24,
2761395,3550,42,58,45,1
2761527,3550,46,54,70,
2761659,3550,44,56,90,6
2765278,3551,54,46,22,
2765582,3551,60,40,45,1
2765990,3551,58,42,66,
2766362,3551,60,40,90,
2765301,3552,45,55,23,
2765570,3552,47,53,45,
2766342,3552,50,50,88,
2766354,3552,45,55,68,
2765989,3553,51,49,24,
2766322,3553,72,28,45,1
2766505,3553,52,48,61,
2766719,3553,55,45,90,2
2765281,3554,61,39,22,
2765568,3554,52,48,45,
2766031,3554,57,43,69,
2766390,3554,48,52,90,2
2765502,3555,47,53,41,
2771042,3556,39,61,22,
2771111,3556,33,67,44,
2771266,3556,34,66,67,
2771343,3556,38,62,89,
2764433,3557,51,49,22,
2764570,3557,53,47,42,
2764901,3557,45,55,65,
2765240,3557,50,50,90,2
2765211,3558,34,66,17,
2765518,3558,44,56,41,
2765980,3558,40,60,67,
2766329,3558,41,59,89,
2779617,3559,55,45,21,
2780194,3559,40,60,45,1
2780832,3559,45,55,66,
2781422,3559,47,53,89,
2779680,3560,47,53,25,
2780181,3560,47,53,45,1
2780868,3560,55,45,69,
2781444,3560,61,39,90,1
2779650,3561,30,70,24,
2780175,3561,55,45,45,1
2780796,3561,44,56,66,
2781412,3561,49,51,90,
2779666,3562,37,63,24,
2780120,3562,60,40,43,
2780891,3562,54,46,68,
2781431,3562,48,52,89,
2779580,3563,70,30,20,
2780014,3563,52,48,40,
2780817,3563,65,35,68,
2781288,3563,55,45,86,
2779632,3564,64,36,23,
2780097,3564,63,37,43,
2780874,3564,63,37,67,
2781458,3564,66,34,90,
2779622,3565,76,24,22,
2780151,3565,66,34,45,
2780971,3565,65,35,70,
2779815,3566,20,80,30,
2780200,3566,37,63,44,
2780986,3566,42,58,68,
2779699,3567,53,47,25,
2780222,3567,54,46,45,1
2780894,3567,53,47,68,
2781495,3567,54,46,90,2
2779644,3568,43,57,24,
2779794,3568,57,43,31,
2780245,3568,45,55,45,
2780872,3568,50,50,68,
2781541,3568,53,47,90,
2348276,3569,57,43,23,
2348671,3569,63,37,45,
2349127,3569,70,30,69,
2349236,3569,57,43,76,
2349501,3569,60,40,90,2
2348270,3570,33,67,23,
2348543,3570,44,56,43,
2349027,3570,42,58,65,
2349483,3570,49,51,90,1
2355704,3571,68,32,12,
2355733,3571,69,31,24,
2355771,3571,66,34,39,
2355820,3571,64,36,51,
2355857,3571,59,41,65,
2348175,3572,61,39,16,
2348416,3572,61,39,34,
2348853,3572,59,41,55,
2349291,3572,57,43,80,
2349325,3572,53,47,82,
2348280,3573,70,30,24,
2348513,3573,60,40,41,
2348612,3573,51,49,45,2
2349079,3573,53,47,67,
2349498,3573,55,45,90,1
2347495,3574,53,47,32,
2347531,3574,50,50,38,
2347678,3574,52,48,56,
2347750,3574,53,47,73,
2347845,3574,52,48,90,2
2348250,3575,55,45,22,
2348584,3575,52,48,45,
2349051,3575,49,51,66,
2352846,3576,37,63,27,
2353029,3576,45,55,45,1
2353433,3576,42,58,90,2
2348232,3577,48,52,21,
2348579,3577,39,61,45,
2349047,3577,53,47,67,
2349541,3577,46,54,90,
2349772,3578,63,37,22,
2349866,3578,46,54,45,
2350069,3578,47,53,66,
2350217,3578,45,55,90,
2367962,3579,59,41,22,
2368293,3579,49,51,45,
2368718,3579,52,48,67,
2369073,3579,52,48,90,
2370798,3580,56,44,16,
2370861,3580,59,41,31,
2370944,3580,65,35,45,
2371136,3580,57,43,67,
2371306,3580,54,46,90,4
2371696,3581,39,61,23,
2371874,3581,48,52,45,1
2372096,3581,48,52,66,
2372304,3581,53,47,90,
2371328,3582,57,43,22,
2371590,3582,61,39,51,
2371679,3582,56,44,61,
2371715,3582,55,45,66,
2371834,3582,55,45,81,
2368344,3583,,,45,
2368346,3583,51,49,45,
2368786,3583,47,53,72,
2367030,3584,45,55,23,
2367198,3584,53,47,45,
2367344,3584,54,46,63,
2371726,3585,52,48,24,
2371900,3585,54,46,45,3
2372128,3585,45,55,69,
2372317,3585,53,47,90,5
2367960,3586,48,52,21,
2368351,3586,50,50,45,2
2368747,3586,53,47,68,
2369120,3586,50,50,90,3
2367873,3587,33,67,17,
2368027,3587,50,50,26,
2368260,3587,45,55,42,
2368659,3587,49,51,63,
2369108,3587,56,44,90,2
2367877,3588,62,38,17,
2368174,3588,52,48,36,
2368253,3588,54,46,42,
2368411,3588,57,43,46,
2368589,3588,59,41,58,
2368637,3588,60,40,61,
2368816,3588,61,39,73,
2369039,3588,60,40,86,
2381703,3589,40,60,15,
2381764,3589,48,52,37,
2381860,3589,47,53,59,
2381902,3589,48,52,72,
2386034,3590,49,51,21,
2386222,3590,49,51,45,
2386416,3590,53,47,65,
2386610,3590,51,49,90,
2382344,3591,50,50,25,
2382571,3591,55,45,43,
2383102,3591,56,44,72,
2383365,3591,56,44,90,
2382301,3592,50,50,22,
2382551,3592,50,50,41,
2383031,3592,38,62,69,
2383807,3593,58,42,28,
2384118,3593,67,33,69,
2384230,3593,74,26,90,5
2382348,3594,39,61,25,
2382607,3594,43,57,45,1
2383163,3594,43,57,72,
2383380,3594,43,57,90,1
2388977,3595,51,49,7,
2389006,3595,61,39,16,
2389207,3595,49,51,53,
2382303,3596,46,54,22,
2382609,3596,47,53,45,1
2383351,3596,50,50,89,
2382319,3597,40,60,23,
2382555,3597,51,49,42,
2383085,3597,41,59,71,
2383444,3597,40,60,85,
2382342,3598,49,51,24,
2382611,3598,53,47,45,
