id,match_id,homepos,awaypos,elapsed,elapsed_plus
526329,1813,48,52,90,
526846,1814,63,37,24,
527155,1814,50,50,44,
527726,1814,50,50,70,
527984,1814,45,55,87,
529525,1815,44,56,27,
529650,1815,45,55,45,1
529864,1815,48,52,70,
529944,1815,28,72,87,
526861,1816,27,73,25,
527175,1816,41,59,45,
527811,1816,44,56,70,
528085,1816,43,57,90,
526856,1817,66,34,25,
527219,1817,60,40,45,1
527722,1817,60,40,70,
528037,1817,4,96,90,1
530429,1818,59,41,25,
530484,1818,53,47,44,
530716,1818,63,37,70,
530817,1818,57,43,90,
551405,1819,56,44,23,
551452,1819,62,38,32,
551525,1819,39,61,42,
551851,1819,51,49,72,
537062,1820,61,39,25,
537197,1820,59,41,45,
537419,1820,55,45,69,
537600,1820,50,50,90,1
534708,1821,52,48,45,
534852,1821,56,44,70,
534933,1821,59,41,90,
538295,1822,22,78,25,
538322,1822,34,66,45,
538419,1822,43,57,70,
538441,1822,44,56,90,
536785,1823,43,57,25,
536857,1823,53,47,45,
537067,1823,52,48,70,
537223,1823,45,55,90,
533831,1824,48,52,25,
533979,1824,44,56,45,
534256,1824,46,54,70,
534414,1824,45,55,90,
533991,1825,55,45,45,1
534297,1825,53,47,70,
534413,1825,53,47,90,
533700,1826,63,37,13,
533806,1826,58,42,26,
534014,1826,48,52,45,1
534155,1826,61,39,61,
534322,1826,60,40,82,
536075,1827,49,51,17,
536227,1827,50,50,45,1
536422,1827,50,50,62,
536523,1827,50,50,75,
533800,1828,50,50,24,
533964,1828,53,47,43,
534257,1828,45,55,74,
534456,1828,49,51,90,1
539640,1829,66,34,25,
539853,1829,70,30,45,
540135,1829,67,33,70,
540374,1829,67,33,90,
539704,1830,57,43,29,
539900,1830,43,57,45,1
540218,1830,48,52,71,
540447,1830,56,44,90,1
538712,1831,48,52,24,
538884,1831,43,57,45,
539158,1831,53,47,68,
539335,1831,50,50,90,1
540538,1832,50,50,25,
540591,1832,56,44,45,
540653,1832,50,50,70,
540716,1832,45,55,90,
539664,1833,46,54,25,
539866,1833,43,57,45,
540238,1833,49,51,70,
540393,1833,54,46,90,
539649,1834,50,50,25,
539857,1834,55,45,45,
540155,1834,54,46,69,
540404,1834,56,44,90,
538708,1835,51,49,25,
538909,1835,48,52,45,4
539224,1835,56,44,75,
538580,1836,48,52,25,
538766,1836,44,56,45,
539044,1836,41,59,70,
539229,1836,48,52,90,
539662,1837,51,49,25,
539887,1837,44,56,45,2
540189,1837,49,51,70,
540377,1837,50,50,86,
538713,1838,61,39,25,
538910,1838,63,37,45,3
539183,1838,63,37,70,
539361,1838,62,38,90,4
382231,1839,56,44,25,
382542,1839,57,43,45,
383348,1839,56,44,75,
383485,1839,57,43,90,
382278,1840,56,44,29,
382594,1840,51,49,45,2
383468,1840,55,45,90,1
382322,1841,51,49,25,
382726,1841,57,43,45,
383238,1841,53,47,70,
383547,1841,57,43,90,2
384560,1842,41,59,25,
384693,1842,56,44,45,1
384905,1842,56,44,70,
385056,1842,58,42,90,
382218,1843,60,40,24,
382558,1843,59,41,44,
383214,1843,59,41,70,
383480,1843,60,40,90,
383731,1844,38,62,25,
383792,1844,45,55,45,3
383865,1844,46,54,70,
383933,1844,47,53,90,5
382224,1845,43,57,25,
382623,1845,53,47,45,4
383169,1845,55,45,70,
383551,1845,47,53,90,4
385665,1846,41,59,25,
385722,1846,41,59,45,1
385790,1846,39,61,72,
385828,1846,36,64,90,
382237,1847,55,45,25,
382580,1847,48,52,45,
383156,1847,47,53,69,
383510,1847,46,54,90,1
383997,1848,53,47,25,
384098,1848,51,49,45,3
384250,1848,49,51,70,
384389,1848,50,50,90,5
542860,1849,53,47,25,
542931,1849,45,55,45,
543016,1849,57,43,70,
543070,1849,53,47,90,
541499,1850,61,39,25,
541775,1850,54,46,45,
542144,1850,55,45,70,
542425,1850,57,43,90,
541493,1851,58,42,25,
541759,1851,52,48,45,1
542211,1851,61,39,72,
542478,1851,67,33,90,
541488,1852,60,40,24,
541806,1852,62,38,45,1
542154,1852,60,40,69,
542462,1852,59,41,90,1
541001,1853,34,66,18,
541031,1853,38,62,31,
541055,1853,36,64,45,1
541075,1853,70,30,57,
541104,1853,45,55,75,
542601,1854,49,51,25,
542665,1854,50,50,45,3
542726,1854,53,47,70,
542793,1854,51,49,90,5
541372,1855,43,57,16,
541436,1855,26,74,21,
541648,1855,39,61,36,
541787,1855,46,54,45,
542169,1855,40,60,70,
542473,1855,41,59,90,2
541517,1856,54,46,25,
541834,1856,47,53,45,4
542214,1856,42,58,70,
542541,1856,44,56,90,6
541466,1857,47,53,25,
541763,1857,47,53,45,
542193,1857,48,52,70,
542463,1857,53,47,90,
543137,1858,43,57,25,
543180,1858,40,60,45,
543246,1858,43,57,70,
543294,1858,43,57,90,1
549633,1859,59,41,25,
549759,1859,55,45,45,3
549918,1859,53,47,70,
550048,1859,56,44,90,4
546925,1860,57,43,25,
547100,1860,61,39,45,
547381,1860,59,41,70,
547551,1860,64,36,90,
546514,1861,51,49,25,
546568,1861,50,50,45,
546645,1861,57,43,70,
546691,1861,53,47,90,
546912,1862,52,48,26,
546973,1862,60,40,32,
547099,1862,51,49,45,2
547351,1862,59,41,71,
547408,1862,60,40,76,
547564,1862,57,43,90,2
546913,1863,51,49,25,
547110,1863,51,49,45,2
547328,1863,56,44,70,
547597,1863,55,45,90,5
546901,1864,57,43,24,
547086,1864,47,53,44,
547333,1864,50,50,70,
547528,1864,54,46,89,
609246,1865,38,62,21,
609324,1865,63,37,28,
609406,1865,51,49,45,1
609915,1865,51,49,72,
610036,1865,4,96,90,1
610041,1865,49,51,90,1
579324,1866,53,47,26,
579442,1866,53,47,45,1
579669,1866,51,49,74,
579742,1866,55,45,90,1
547705,1867,22,78,11,
547758,1867,28,72,29,
547841,1867,41,59,45,1
547931,1867,24,76,66,
548025,1867,35,65,90,1
548763,1868,48,52,22,
548808,1868,50,50,31,
548937,1868,52,48,45,1
549151,1868,53,47,71,
549275,1868,51,49,90,2
556556,1869,60,40,24,
556603,1869,50,50,45,
556661,1869,52,48,70,
556690,1869,56,44,90,
552531,1870,39,61,25,
552665,1870,40,60,45,1
553233,1870,45,55,70,
553316,1870,50,50,90,
555410,1871,57,43,25,
555486,1871,56,44,45,
555712,1871,52,48,70,
555790,1871,54,46,90,1
554543,1872,51,49,26,
554668,1872,54,46,45,1
554927,1872,57,43,78,
555016,1872,59,41,90,1
552328,1873,55,45,25,
552616,1873,51,49,45,
553031,1873,53,47,70,
553306,1873,49,51,90,
552368,1874,38,62,25,
552611,1874,47,53,45,
553116,1874,53,47,70,
553298,1874,54,46,90,
552354,1875,49,51,27,
552684,1875,46,54,45,3
553043,1875,46,54,72,
553311,1875,41,59,90,1
552302,1876,35,65,22,
552605,1876,37,63,44,
553074,1876,45,55,70,
553329,1876,41,59,89,
553517,1877,56,44,21,
553596,1877,41,59,41,
553609,1877,43,57,45,1
553669,1877,36,64,51,
553719,1877,61,39,70,
553834,1877,43,57,90,2
552285,1878,78,22,18,
552344,1878,90,10,23,
552677,1878,53,47,45,1
553103,1878,58,42,71,
553371,1878,56,44,90,2
562659,1879,49,51,16,
562750,1879,50,50,30,
562905,1879,50,50,45,
563110,1879,49,51,60,
563246,1879,51,49,75,
563404,1879,53,47,90,3
562859,1880,50,50,25,
563004,1880,59,41,45,
563316,1880,62,38,70,
563483,1880,58,42,90,
564324,1881,57,43,25,
564625,1881,69,31,45,1
565278,1881,62,38,70,
565548,1881,56,44,90,4
562970,1882,57,43,25,
563103,1882,43,57,45,2
563455,1882,43,57,71,
563558,1882,39,61,90,2
562836,1883,58,42,24,
563010,1883,51,49,44,
563328,1883,58,42,69,
563503,1883,54,46,90,1
564119,1884,43,57,25,
564410,1884,44,56,45,
565037,1884,47,53,70,
565349,1884,48,52,90,
564291,1885,58,42,24,
564593,1885,51,49,45,
565248,1885,45,55,69,
565501,1885,49,51,90,
564011,1886,63,37,25,
564360,1886,66,34,45,
564999,1886,63,37,70,
565338,1886,64,36,90,
564300,1887,41,59,25,
564586,1887,44,56,45,1
565333,1887,51,49,74,
565519,1887,52,48,90,1
564041,1888,77,23,25,
564394,1888,63,37,45,
565130,1888,60,40,70,
565350,1888,61,39,90,
568009,1889,64,36,24,
568097,1889,53,47,45,
568309,1889,52,48,70,
568418,1889,52,48,90,
566504,1890,65,35,25,
566860,1890,63,37,45,1
567400,1890,57,43,70,
567688,1890,55,45,90,1
570032,1891,44,56,25,
570192,1891,46,54,45,2
570416,1891,45,55,71,
570636,1891,54,46,90,6
566553,1892,53,47,25,
566881,1892,50,50,45,
567440,1892,46,54,70,
567707,1892,50,50,90,
566527,1893,60,40,25,
566920,1893,52,48,45,3
567444,1893,54,46,70,
567803,1893,51,49,90,6
569139,1894,79,21,25,
569212,1894,45,55,45,1
569484,1894,47,53,72,
569568,1894,51,49,90,1
566495,1895,47,53,24,
566847,1895,50,50,45,
567402,1895,49,51,70,
567680,1895,48,52,90,
566503,1896,41,59,25,
566836,1896,44,56,45,
567430,1896,44,56,70,
567705,1896,46,54,90,
566554,1897,57,43,27,
566921,1897,63,37,45,1
567455,1897,56,44,72,
567791,1897,53,47,90,5
565868,1898,46,54,25,
565900,1898,49,51,45,1
565920,1898,23,77,52,
565972,1898,44,56,70,
566052,1898,43,57,90,1
573052,1899,52,48,25,
573423,1899,50,50,45,1
573984,1899,57,43,70,
574262,1899,60,40,90,
575691,1900,77,23,25,
575849,1900,56,44,45,1
576162,1900,54,46,70,
576323,1900,51,49,88,
576823,1901,35,65,25,
576925,1901,41,59,45,
577207,1901,45,55,70,
577363,1901,47,53,90,
573096,1902,65,35,28,
573422,1902,66,34,45,
573923,1902,68,32,73,
574254,1902,68,32,90,4
572359,1903,51,49,17,
572417,1903,60,40,42,
572469,1903,48,52,66,
572482,1903,60,40,71,
572496,1903,77,23,76,
572552,1903,61,39,90,1
572971,1904,81,19,22,
573124,1904,50,50,25,
573409,1904,51,49,45,2
573963,1904,47,53,76,
574211,1904,50,50,90,2
573128,1905,46,54,25,
573419,1905,48,52,45,
573931,1905,48,52,70,
574264,1905,49,51,90,
574526,1906,46,54,25,
574611,1906,47,53,45,
574805,1906,51,49,70,
574876,1906,50,50,90,
573060,1907,52,48,25,
573411,1907,52,48,45,
573918,1907,48,52,70,
574239,1907,54,46,90,
573013,1908,63,37,24,
573369,1908,67,33,44,
573890,1908,57,43,71,
574194,1908,59,41,90,
586544,1909,59,41,26,
586620,1909,58,42,45,1
586755,1909,61,39,71,
586875,1909,58,42,90,1
585248,1910,62,38,16,
585358,1910,73,27,25,
585666,1910,65,35,45,2
585973,1910,50,50,61,
586087,1910,64,36,70,
586345,1910,64,36,90,1
588250,1911,53,47,25,
588413,1911,54,46,45,3
588679,1911,51,49,71,
588840,1911,52,48,90,4
584665,1912,42,58,25,
584726,1912,38,62,45,2
584808,1912,42,58,70,
584930,1912,42,58,90,5
585321,1913,58,42,24,
585612,1913,54,46,45,
586111,1913,51,49,69,
586346,1913,53,47,88,
588616,1914,45,55,25,
588803,1914,52,48,45,2
589000,1914,34,66,63,
589071,1914,49,51,72,
589204,1914,47,53,90,2
587784,1915,60,40,25,
587786,1915,67,33,26,
587812,1915,23,77,32,
587885,1915,53,47,45,1
588059,1915,53,47,75,
588200,1915,54,46,90,1
585317,1916,56,44,25,
585628,1916,55,45,45,
586084,1916,49,51,70,
586334,1916,46,54,90,
589871,1917,54,46,25,
589943,1917,52,48,45,3
590032,1917,52,48,70,
590107,1917,47,53,90,5
585332,1918,47,53,25,
585623,1918,51,49,45,1
586054,1918,49,51,70,
586306,1918,54,46,90,1
654629,1919,64,36,26,
654845,1919,54,46,45,
655205,1919,55,45,68,
655374,1919,52,48,90,
594019,1920,45,55,25,
594171,1920,49,51,45,
594551,1920,54,46,70,
594726,1920,55,45,90,
603014,1921,35,65,25,
603142,1921,48,52,45,
603446,1921,51,49,70,
603591,1921,54,46,90,
595991,1922,60,40,25,
596123,1922,45,55,45,
596557,1922,49,51,70,
596669,1922,50,50,90,
597104,1923,79,21,21,
597311,1923,78,22,41,
597615,1923,62,38,71,
597769,1923,61,39,90,1
593453,1924,48,52,25,
593501,1924,61,39,45,
593581,1924,54,46,70,
593648,1924,55,45,90,
593973,1925,45,55,25,
594156,1925,43,57,45,1
594520,1925,49,51,71,
594721,1925,56,44,90,1
596181,1926,49,51,25,
596339,1926,49,51,45,2
596737,1926,53,47,70,
596916,1926,52,48,90,7
595984,1927,49,51,27,
596126,1927,41,59,45,1
596413,1927,53,47,70,
596644,1927,49,51,90,1
593965,1928,48,52,25,
594137,1928,49,51,45,
594540,1928,55,45,70,
594729,1928,57,43,90,
600823,1929,53,47,24,
601109,1929,50,50,45,
601877,1929,58,42,69,
602164,1929,53,47,90,
599402,1930,34,66,25,
599600,1930,35,65,45,
599871,1930,38,62,70,
600059,1930,40,60,90,
599391,1931,48,52,23,
599598,1931,48,52,45,
599854,1931,52,48,69,
600069,1931,50,50,90,
600570,1932,46,54,25,
600985,1932,56,44,45,
601566,1932,52,48,70,
601988,1932,54,46,90,
600415,1933,65,35,18,
600589,1933,63,37,26,
600972,1933,43,57,45,1
601424,1933,94,6,62,
601603,1933,51,49,70,
602034,1933,56,44,90,1
599575,1934,52,48,25,
599651,1934,55,45,45,
600023,1934,64,36,70,
600116,1934,58,42,90,
600547,1935,52,48,25,
601005,1935,51,49,45,3
601616,1935,40,60,70,
602096,1935,37,63,90,4
600562,1936,55,45,25,
600949,1936,56,44,45,
601563,1936,47,53,70,
601989,1936,51,49,90,
600684,1937,44,56,16,
600997,1937,53,47,32,
601142,1937,50,50,45,2
601677,1937,51,49,61,
602028,1937,55,45,77,
602197,1937,50,50,90,5
600859,1938,51,49,25,
601127,1938,54,46,45,
601913,1938,50,50,70,
602179,1938,49,51,90,
610941,1939,54,46,26,
610993,1939,64,36,45,4
611064,1939,59,41,70,
611154,1939,61,39,90,5
611546,1940,58,42,25,
611910,1940,54,46,45,3
612433,1940,53,47,70,
612787,1940,57,43,90,4
611553,1941,62,38,25,
611859,1941,54,46,44,
612377,1941,42,58,69,
612662,1941,52,48,86,
616728,1942,57,43,23,
616781,1942,56,44,45,1
616823,1942,37,63,64,
616864,1942,56,44,83,
616888,1942,53,47,90,1
614728,1943,47,53,25,
615017,1943,55,45,45,
615426,1943,49,51,71,
615617,1943,47,53,90,1
611614,1944,56,44,30,
611867,1944,55,45,45,1
612421,1944,57,43,71,
612779,1944,53,47,90,4
611548,1945,52,48,25,
611854,1945,47,53,45,
612488,1945,48,52,70,
612711,1945,49,51,90,
611537,1946,50,50,25,
611858,1946,48,52,45,
612360,1946,46,54,70,
612686,1946,46,54,90,
611536,1947,53,47,25,
611871,1947,51,49,45,1
612392,1947,51,49,70,
612728,1947,49,51,90,1
613676,1948,51,49,24,
613797,1948,56,44,45,1
614062,1948,52,48,71,
614235,1948,53,47,90,1
583605,1949,57,43,16,
583697,1949,60,40,27,
583829,1949,53,47,45,1
584046,1949,56,44,71,
584129,1949,55,45,90,1
389935,1950,68,32,25,
390010,1950,59,41,45,
390177,1950,58,42,71,
390264,1950,53,47,90,1
391812,1951,55,45,24,
391970,1951,54,46,45,
392265,1951,50,50,69,
392515,1951,46,54,90,
388486,1952,68,32,25,
388794,1952,62,38,45,
389278,1952,58,42,70,
389555,1952,55,45,90,
392229,1953,53,47,25,
392452,1953,48,52,45,
392717,1953,52,48,70,
392815,1953,45,55,90,
388515,1954,55,45,25,
388809,1954,59,41,45,1
389353,1954,59,41,72,
388541,1955,47,53,27,
388500,1956,44,56,25,
388770,1956,36,64,45,
389312,1956,56,44,70,
389585,1956,52,48,90,1
388506,1957,52,48,25,
388810,1957,43,57,45,3
389327,1957,52,48,70,
389633,1957,48,52,90,4
391238,1958,45,55,25,
391400,1958,50,50,45,2
391572,1958,51,49,70,
391813,1958,50,50,90,5
621921,1959,60,40,18,
622005,1959,55,45,26,
622308,1959,57,43,45,1
622615,1959,59,41,71,
622718,1959,60,40,82,
622780,1959,57,43,90,1
618659,1960,47,53,24,
618898,1960,42,58,45,1
619446,1960,49,51,67,
619560,1960,50,50,90,2
619782,1961,45,55,25,
619840,1961,50,50,45,
619977,1961,51,49,70,
620053,1961,41,59,90,
621477,1962,67,33,25,
621681,1962,54,46,45,
622029,1962,56,44,70,
622289,1962,61,39,90,
618368,1963,53,47,25,
618626,1963,49,51,45,1
618876,1963,87,13,56,
619130,1963,56,44,72,
619388,1963,56,44,90,2
618366,1964,52,48,25,
618636,1964,62,38,45,2
619098,1964,56,44,70,
619428,1964,54,46,90,5
618356,1965,51,49,25,
618599,1965,53,47,45,1
619116,1965,49,51,71,
619357,1965,50,50,90,
617836,1966,51,49,25,
617901,1966,48,52,45,2
617982,1966,43,57,70,
618077,1966,44,56,90,4
618374,1967,54,46,25,
618635,1967,53,47,45,
619133,1967,49,51,70,
619391,1967,48,52,90,
620889,1968,49,51,27,
620912,1968,77,23,32,
620994,1968,50,50,45,1
621166,1968,66,34,58,
621239,1968,47,53,71,
621442,1968,47,53,90,1
633405,1969,50,50,25,
633679,1969,58,42,45,
634044,1969,54,46,70,
634248,1969,53,47,90,1
629579,1970,60,40,24,
629991,1970,57,43,45,1
630581,1970,59,41,71,
630844,1970,58,42,88,
629606,1971,46,54,25,
629964,1971,48,52,45,1
630560,1971,54,46,73,
630835,1971,52,48,90,1
632690,1972,63,37,11,
632858,1972,62,38,25,
632994,1972,56,44,37,
633087,1972,62,38,45,1
633505,1972,52,48,71,
633773,1972,57,43,90,1
629537,1973,49,51,26,
629939,1973,48,52,45,5
630535,1973,49,51,70,
630897,1973,48,52,90,3
628855,1974,46,54,25,
628895,1974,47,53,45,4
628964,1974,44,56,70,
629111,1974,49,51,90,4
631039,1975,45,55,21,
631053,1975,49,51,26,
631105,1975,48,52,45,1
631178,1975,48,52,73,
631264,1975,48,52,90,1
629697,1976,50,50,25,
629970,1976,41,59,45,
630521,1976,45,55,70,
630843,1976,45,55,90,
629587,1977,65,35,25,
629963,1977,63,37,45,3
630557,1977,56,44,72,
630850,1977,61,39,90,1
629668,1978,59,41,25,
629999,1978,61,39,45,1
630571,1978,59,41,73,
630922,1978,58,42,90,4
638727,1979,53,47,26,
638741,1979,60,40,32,
638773,1979,60,40,44,
638897,1979,60,40,73,
639033,1979,60,40,90,1
639686,1980,41,59,28,
640080,1980,40,60,45,1
640655,1980,41,59,73,
640904,1980,50,50,90,1
639629,1981,50,50,25,
640064,1981,64,36,45,1
640702,1981,59,41,70,
640931,1981,60,40,90,2
642220,1982,62,38,12,
642280,1982,46,54,26,
642358,1982,47,53,45,1
642529,1982,43,57,71,
642655,1982,47,53,90,1
639643,1983,48,52,26,
640156,1983,53,47,45,5
640668,1983,52,48,70,
641003,1983,49,51,90,4
643008,1984,61,39,22,
643047,1984,57,43,26,
643204,1984,53,47,45,1
643557,1984,42,58,66,
643750,1984,73,27,81,
643805,1984,47,53,90,1
639730,1985,51,49,25,
640077,1985,52,48,45,
640651,1985,50,50,70,
640914,1985,50,50,90,
