id,match_id,team,player1,elapsed,elapsed_plus,pos_x,pos_y,subtype
467755,1752,8654,33781,54,,,,deflected
467923,1752,8549,24393,64,,,,blocked_shot
467927,1752,8549,24161,64,,,,blocked_shot
467987,1752,8549,24393,68,,,,distance
468030,1752,8549,24163,70,,,,header
468094,1752,8654,33781,75,,,,shot
468272,1752,8654,33781,86,,,,distance
468299,1752,8549,38491,88,,,,shot
468346,1752,8549,24753,90,1,,,blocked_shot
468382,1752,8654,33049,90,4,,,shot
468386,1752,8654,24747,90,4,,,shot
472922,1753,10261,33852,7,,,,blocked_shot
472961,1753,10261,24205,23,,,,distance
472993,1753,10252,23354,36,,,,shot
472999,1753,10261,37799,37,,,,blocked_shot
473115,1753,10261,24225,81,,,,blocked_shot
473140,1753,10261,25518,90,1,,,shot
470838,1754,8559,24372,16,,,,direct_freekick
471078,1754,8559,24372,34,,,,distance
471179,1754,8456,24213,42,,,,shot
471209,1754,8559,23937,44,,,,shot
471239,1754,8456,107216,45,1,,,shot
471244,1754,8456,,45,2,,,shot
471371,1754,8456,40198,48,,,,direct_freekick
471441,1754,8559,,54,,,,distance
471466,1754,8456,30367,56,,,,shot
471474,1754,8456,33974,57,,,,shot
471512,1754,8559,23937,60,,,,shot
471544,1754,8559,23933,62,,,,shot
471554,1754,8559,24372,64,,,,header
471640,1754,8456,33974,74,,,,direct_freekick
471736,1754,8559,,81,,,,distance
467050,1755,8659,24728,14,,,,shot
467525,1755,8655,30842,45,1,,,distance
467552,1755,8659,27267,45,2,,,shot
467695,1755,8659,38433,49,,,,deflected
467795,1755,8659,27267,54,,,,shot
467854,1755,8655,34176,58,,,,shot
468004,1755,8655,34176,67,,,,shot
468093,1755,8659,32570,73,,,,shot
468193,1755,8655,38711,79,,,,distance
468385,1755,8659,23257,90,2,,,shot
468400,1755,8659,40055,90,3,,,shot
466976,1756,8528,97988,9,,,,blocked_shot
466986,1756,8528,35327,9,,,,distance
467101,1756,8462,34036,17,,,,distance
467243,1756,8528,127857,28,,,,deflected
467351,1756,8462,30348,36,,,,blocked_shot
467373,1756,8528,97988,37,,,,blocked_shot
467411,1756,8462,25517,39,,,,blocked_shot
467772,1756,8462,38820,50,,,,blocked_shot
467810,1756,8528,127857,52,,,,distance
467901,1756,8462,30348,58,,,,blocked_shot
467998,1756,8528,34466,64,,,,blocked_shot
468227,1756,8462,25543,78,,,,blocked_shot
468296,1756,8462,38820,83,,,,shot
468330,1756,8462,30348,85,,,,blocked_shot
468353,1756,8528,35327,87,,,,shot
468398,1756,8528,35327,90,1,,,shot
468399,1756,8528,24663,90,1,,,blocked_shot
466978,1757,9825,30960,9,,,,blocked_shot
467146,1757,10194,25668,20,,,,blocked_shot
467206,1757,9825,30960,25,,,,distance
467371,1757,10194,23314,37,,,,blocked_shot
467390,1757,9825,39297,38,,,,distance
468003,1757,10194,24133,67,,,,distance
468136,1757,9825,31013,75,,,,shot
466951,1758,8455,26564,7,,,,blocked_shot
467042,1758,8455,30631,14,,,,blocked_shot
467071,1758,8455,30679,16,,,,distance
467210,1758,8455,32345,26,,,,blocked_shot
467231,1758,8455,30630,27,,,,shot
467526,1758,8455,30630,45,,,,blocked_shot
467928,1758,8455,25925,62,,,,distance
468159,1758,8455,30679,76,,,,header
477551,1759,10260,40961,3,,,,blocked_shot
477575,1759,10260,30829,8,,,,shot
477615,1759,9825,27277,15,,,,blocked_shot
477717,1759,10260,30802,34,,,,distance
477737,1759,9825,30616,39,,,,shot
477747,1759,9825,26181,41,,,,blocked_shot
477765,1759,10260,30893,45,,,,blocked_shot
477770,1759,10260,40961,45,1,,,shot
477829,1759,10260,27430,54,,,,header
477874,1759,10260,32569,62,,,,blocked_shot
477877,1759,10260,30829,63,,,,header
477920,1759,9825,31291,71,,,,blocked_shot
477944,1759,10260,27430,76,,,,header
477973,1759,9825,36410,82,,,,shot
478040,1759,9825,39297,90,2,,,distance
479340,1760,8650,30618,10,,,,distance
479359,1760,8650,24635,13,,,,shot
479387,1760,8659,38433,18,,,,shot
479401,1760,8650,37139,19,,,,blocked_shot
479427,1760,8650,24800,29,,,,shot
479430,1760,8650,24635,31,,,,shot
479463,1760,8650,24635,39,,,,blocked_shot
479466,1760,8650,38818,39,,,,distance
479578,1760,8659,40055,51,,,,distance
479679,1760,8650,30853,79,,,,distance
478171,1761,8462,30348,5,,,,blocked_shot
478172,1761,8462,30830,5,,,,shot
478286,1761,8472,33418,18,,,,header
478389,1761,8472,33418,29,,,,shot
478449,1761,8462,34418,36,,,,bicycle_kick
478827,1761,8472,33418,63,,,,shot
478849,1761,8472,17866,65,,,,deflected
478174,1762,8654,24223,3,,,,distance
478283,1762,8668,24011,15,,,,blocked_shot
478397,1762,8654,33781,28,,,,blocked_shot
478433,1762,8654,118390,31,,,,shot
478439,1762,8654,30687,32,,,,header
478456,1762,8654,118390,34,,,,shot
478493,1762,8654,109898,38,,,,blocked_shot
478561,1762,8654,118390,45,,,,deflected
478841,1762,8654,109898,59,,,,blocked_shot
478843,1762,8668,30876,59,,,,blocked_shot
478853,1762,8654,33781,61,,,,blocked_shot
478965,1762,8654,33781,73,,,,distance
478966,1762,8668,25666,73,,,,blocked_shot
479024,1762,8654,24223,78,,,,blocked_shot
481139,1763,10252,23354,8,,,,blocked_shot
481141,1763,10252,24780,8,,,,shot
481255,1763,10252,23782,16,,,,shot
481388,1763,10252,43280,25,,,,header
481438,1763,10252,23354,28,,,,direct_freekick
481553,1763,10252,23354,37,,,,blocked_shot
481555,1763,10252,23264,37,,,,blocked_shot
481658,1763,8549,30892,43,,,,distance
481688,1763,8549,30892,45,1,,,distance
481825,1763,8549,42183,46,,,,blocked_shot
481872,1763,10252,23264,50,,,,shot
482028,1763,10252,38807,59,,,,shot
482154,1763,10252,23354,65,,,,distance
482371,1763,8549,24163,78,,,,header
482461,1763,8549,33128,82,,,,distance
481293,1764,8456,30340,16,,,,shot
481419,1764,8456,24213,24,,,,shot
481472,1764,8586,31097,28,,,,shot
481643,1764,8586,23949,40,,,,shot
481940,1764,8586,23760,51,,,,blocked_shot
482105,1764,8456,30367,60,,,,shot
482138,1764,8456,24211,62,,,,header
482249,1764,8586,24656,68,,,,distance
482369,1764,8456,33974,75,,,,distance
482421,1764,8456,24213,77,,,,shot
482554,1764,8586,23760,84,,,,direct_freekick
480457,1765,8455,37804,6,,,,header
480500,1765,8455,37804,13,,,,header
480523,1765,8455,32345,15,,,,header
480562,1765,8455,30631,21,,,,distance
480569,1765,8655,49840,22,,,,shot
480626,1765,8455,37804,33,,,,shot
480672,1765,8455,30631,37,,,,distance
480913,1765,8655,23916,49,,,,blocked_shot
480964,1765,8655,34176,54,,,,shot
481203,1765,8455,30631,82,,,,direct_freekick
481208,1765,8455,30631,82,,,,blocked_shot
481295,1765,8455,37804,88,,,,shot
481915,1766,9879,24843,8,,,,shot
481920,1766,9879,30338,9,,,,deflected
481955,1766,9879,24843,11,,,,blocked_shot
482087,1766,9879,24737,18,,,,header
482267,1766,10261,34574,28,,,,blocked_shot
482753,1766,10261,30360,47,,,,direct_freekick
482854,1766,10261,24205,59,,,,distance
482924,1766,10261,37799,68,,,,bicycle_kick
482990,1766,10261,37799,74,,,,distance
483014,1766,10261,30360,76,,,,blocked_shot
483019,1766,9879,26461,76,,,,distance
478282,1767,8667,39073,14,,,,distance
478303,1767,8559,23783,16,,,,blocked_shot
478318,1767,8667,23023,18,,,,blocked_shot
478699,1767,8559,34261,50,,,,blocked_shot
478824,1767,8667,23022,60,,,,direct_freekick
478844,1767,8667,39073,62,,,,direct_freekick
478883,1767,8559,24372,67,,,,blocked_shot
478916,1767,8667,39073,70,,,,header
478948,1767,8559,23784,74,,,,shot
478970,1767,8559,24372,76,,,,blocked_shot
479005,1767,8559,23937,80,,,,blocked_shot
479039,1767,8559,24372,83,,,,blocked_shot
479062,1767,8667,39073,84,,,,shot
479082,1767,8667,23352,87,,,,shot
479130,1767,8667,34437,89,,,,blocked_shot
477700,1768,8528,35327,30,,,,distance
477775,1768,8528,127857,45,1,,,distance
477847,1768,10194,40695,56,,,,header
477870,1768,8528,97988,60,,,,shot
477940,1768,8528,24663,74,,,,blocked_shot
477954,1768,8528,24663,77,,,,deflected
477956,1768,8528,97988,78,,,,shot
477957,1768,8528,24230,78,,,,shot
478006,1768,8528,24663,87,,,,shot
478027,1768,8528,24663,90,,,,deflected
486937,1769,10260,30802,7,,,,distance
487048,1769,10260,30802,14,,,,shot
487141,1769,10260,30893,19,,,,distance
487229,1769,10260,34944,25,,,,header
487344,1769,10260,30802,31,,,,blocked_shot
487831,1769,10260,30893,54,,,,blocked_shot
487866,1769,10260,34944,56,,,,blocked_shot
487931,1769,10260,30893,60,,,,direct_freekick
487979,1769,10260,38817,62,,,,shot
488299,1769,10260,27430,80,,,,blocked_shot
488388,1769,10260,111975,86,,,,header
486823,1770,10252,23354,1,,,,distance
486971,1770,9825,30613,10,,,,shot
487066,1770,9825,30613,15,,,,shot
487167,1770,10252,23283,21,,,,volley
487348,1770,9825,27277,31,,,,deflected
487370,1770,10252,23354,33,,,,shot
487418,1770,10252,23782,36,,,,shot
487872,1770,9825,31013,59,,,,distance
488128,1770,9825,30960,72,,,,header
488157,1770,9825,39297,74,,,,distance
488322,1770,9825,30613,84,,,,shot
488458,1770,9825,38835,90,3,,,header
486909,1771,8654,34543,6,,,,header
487015,1771,8654,33781,11,,,,blocked_shot
487125,1771,8654,33781,18,,,,blocked_shot
487177,1771,8462,34036,21,,,,distance
487240,1771,8654,118390,25,,,,blocked_shot
487360,1771,8462,30348,32,,,,blocked_shot
487449,1771,8654,34543,37,,,,blocked_shot
487452,1771,8654,24223,37,,,,distance
487721,1771,8462,30348,48,,,,shot
487754,1771,8462,30348,49,,,,shot
487819,1771,8654,33781,53,,,,shot
487841,1771,8654,109898,54,,,,shot
488009,1771,8654,34543,63,,,,blocked_shot
488047,1771,8654,30966,65,,,,header
488066,1771,8462,30348,66,,,,shot
488361,1771,8462,30348,84,,,,shot
489862,1772,8549,24393,2,,,,blocked_shot
489925,1772,8668,30735,10,,,,distance
489942,1772,8668,24160,13,,,,shot
489982,1772,8668,39618,22,,,,blocked_shot
489989,1772,8668,30876,25,,,,blocked_shot
490191,1772,8668,24006,44,,,,blocked_shot
490595,1772,8668,24006,58,,,,shot
490644,1772,8668,30735,67,,,,blocked_shot
490653,1772,8549,33128,68,,,,shot
486945,1773,8528,24890,8,,,,distance
487216,1773,8528,97988,24,,,,distance
487582,1773,10261,37799,45,1,,,blocked_shot
