id,match_id,team,player1,elapsed,elapsed_plus,subtype,card_type
570015,1891,8455,38834,22,,pushing,y
570215,1891,8650,30889,46,,serious_fouls,y
570260,1891,8455,32345,53,,serious_fouls,y
570318,1891,8455,30631,60,,serious_fouls,r
570321,1891,8455,30627,60,,verbal_abuse,y
570412,1891,8650,30618,70,,diving,y
570630,1891,8650,37442,90,5,serious_fouls,y
567273,1892,10252,24658,60,,serious_fouls,y
567656,1892,8528,24528,85,,,y
566210,1893,8655,37764,5,,serious_fouls,y
567405,1893,8655,23921,67,,shirt_pull,y
567441,1893,8655,34947,70,,pushing,y
567650,1893,8655,23916,84,,serious_fouls,y
569116,1894,8472,36786,18,,serious_fouls,y
569134,1894,10261,30360,23,,serious_fouls,y
569161,1894,8472,30352,35,,serious_fouls,y
569356,1894,10261,34574,53,,diving,y
569432,1894,8472,43259,66,,serious_fouls,y
569458,1894,8472,24740,68,,verbal_abuse,y
566586,1895,8462,24747,30,,serious_fouls,y
567076,1896,8586,24531,50,,,y
566650,1897,8659,24728,33,,serious_fouls,y
566784,1897,8667,23022,39,,,y
567321,1897,8659,37280,63,,serious_fouls,y
567408,1897,8659,24171,68,,serious_fouls,y
567504,1897,8659,31731,75,,serious_fouls,y
567648,1897,8667,32577,81,,,y
565888,1898,10194,25668,37,,serious_fouls,r
565929,1898,8456,40198,55,,serious_fouls,y
566043,1898,10194,23369,89,,serious_fouls,y
573917,1899,10194,24773,65,,violence,r
573919,1899,8472,24408,65,,violence,y
574147,1899,8472,36786,82,,kicked_ball_away,y
574304,1899,10194,24133,56,,serious_fouls,y
575669,1900,9825,30935,17,,verbal_abuse,y
575780,1900,8586,31097,37,,,y
575833,1900,9825,31291,43,,,y
576445,1900,9825,30935,37,,violence,y2
577086,1901,8654,30687,58,,pushing,y
577097,1901,10260,30865,58,,,y
573840,1902,8559,155384,62,,serious_fouls,y
574196,1902,8668,24023,89,,serious_fouls,y
572508,1903,8549,24393,80,,serious_fouls,y
574122,1904,8655,34947,85,,verbal_abuse,y
574135,1904,8655,23913,86,,verbal_abuse,y
573442,1905,10261,24890,45,2,serious_fouls,y
573893,1905,10261,23933,68,,,y
573896,1905,8659,23115,68,,,y
574065,1905,8659,40055,78,,serious_fouls,y
574867,1906,8462,23953,88,,verbal_abuse,y
573207,1907,9879,30956,35,,serious_fouls,y
573594,1907,9879,37266,51,,serious_fouls,y
573929,1907,8528,111865,70,,serious_fouls,y
573066,1908,8455,32345,27,,shirt_pull,y
573526,1908,8667,23023,48,,serious_fouls,y
574038,1908,8667,23438,80,,shirt_pull,y
586710,1909,10260,30893,56,,diving,y
586731,1909,10260,27430,63,,serious_fouls,y
586747,1909,8655,30739,68,,serious_fouls,y
586751,1909,8655,38711,60,,serious_fouls,y
585546,1910,8472,30352,38,,shirt_pull,y
585557,1910,9825,26181,39,,serious_fouls,y
586108,1910,9825,31291,71,,serious_fouls,y
586207,1910,8472,43259,80,,serious_fouls,y
588295,1911,8456,24211,32,,serious_fouls,y
588691,1911,8456,39027,73,,serious_fouls,y
