id,match_id,team,player1,player2,elapsed,elapsed_plus,event_incident_typefk,goal,goal_type,pos_x,pos_y,subtype
565287,1887,8655,34947,,70,,159,,npm,,,saved
565489,1887,8655,34947,34176,87,,393,,n,,,shot
564791,1888,8455,31906,,58,,80,,n,,,shot
565226,1888,8455,31906,30631,80,,406,,n,,,header
568092,1889,10260,30893,,44,,20,,p,,,
570580,1891,8650,30853,34222,89,,406,,n,,,header
570628,1891,8650,30853,24800,90,4,393,,n,,,shot
569158,1894,8472,33418,,32,,131,,n,,,loose_ball
569451,1894,10261,24225,,69,,20,,p,,,
569513,1894,10261,47382,,80,,298,,dg,,,shot
566351,1895,9879,31907,30956,14,,393,,n,,,shot
567412,1895,9879,26461,24020,71,,393,,n,,,shot
567554,1895,9879,26461,24020,80,,393,,n,,,shot
567595,1895,8462,23190,34601,84,,406,,n,,,header
566606,1896,8559,26244,155384,31,,406,,n,,,header
567331,1896,8559,23934,23783,64,,393,,n,,,shot
567465,1896,8586,23949,38836,73,,393,,n,,,shot
567494,1896,8586,23949,97988,75,,393,,n,,,shot
567664,1896,8559,23934,24372,87,,406,,n,,,header
566863,1897,8667,32577,23023,44,,393,,n,,,shot
567125,1897,8659,98058,24171,53,,393,,n,,,shot
567421,1897,8667,23034,32577,69,,406,,n,,,header
567473,1897,8659,23257,,73,,20,,p,,,
565907,1898,10194,24001,24773,45,5,406,,n,,,header
574097,1899,8472,30988,17866,78,,406,,n,,,header
574283,1899,8472,43279,30988,90,5,393,,n,,,shot
575659,1900,9825,30935,,14,,298,,dg,,,shot
576782,1901,10260,27430,,22,,298,,dg,,,shot
577127,1901,10260,24154,30373,62,,393,,n,,,shot
573298,1902,8668,24011,,40,,20,,p,,,
573539,1902,8668,40792,30371,49,,393,,n,,,shot
574252,1902,8668,40792,,90,3,20,,p,,,
572437,1903,8456,33781,30598,51,,393,,n,,,shot
572870,1904,8655,34947,,17,,299,,dg,,,header
573058,1904,10252,38807,23782,27,,393,,n,,,shot
573310,1904,10252,23264,,42,,298,,dg,,,shot
574197,1904,10252,23264,,90,1,288,,n,,,deflected
572674,1905,10261,34574,24225,2,,393,,n,,,shot
572724,1905,8659,26494,38433,4,,393,,n,,,shot
572783,1905,10261,36412,,9,,80,,n,,,shot
573333,1905,10261,24228,24890,40,,406,,n,,,header
573989,1905,8659,26494,26553,73,,393,,n,,,shot
574765,1906,8462,23190,30830,62,,393,,n,,,shot
574788,1906,8650,34222,30889,69,,393,,n,,,shot
574814,1906,8650,37139,,76,,346,,dg,,,
574823,1906,8462,23953,40987,78,,406,,n,,,header
574851,1906,8650,37139,30853,85,,393,,n,,,shot
574887,1906,8650,30853,24800,90,2,406,,n,,,header
586540,1909,10260,30829,40945,23,,393,,n,,,shot
586562,1909,8655,30646,37764,32,,393,,n,,,shot
586616,1909,10260,43248,,45,,299,,dg,,,header
586722,1909,10260,30893,,60,,130,,n,,,direct_freekick
588500,1911,8650,37442,,51,,115,,o,,,
588642,1911,8456,24213,,66,,298,,dg,,,shot
588734,1911,8650,37139,30853,78,,393,,n,,,shot
584647,1912,8455,37804,30631,19,,393,,n,,,shot
588750,1914,10261,24225,,42,,299,,dg,,,header
588012,1915,9879,24741,31907,61,,393,,n,,,shot
588046,1915,9879,31907,24741,72,,393,,n,,,shot
588216,1915,8659,32570,,90,2,348,,npm,,,saved_back_into_play
585119,1916,8559,24372,,9,,130,,n,,,direct_freekick
585141,1916,8559,23934,34261,11,,393,,n,,,shot
586029,1916,8654,24223,33312,66,,393,,n,,,shot
589848,1917,8586,30895,31097,17,,407,,n,,,distance
589880,1917,8667,34275,,27,,131,,n,,,loose_ball
590076,1917,8586,38697,40006,86,,406,,n,,,header
586120,1918,8462,38820,23190,75,,393,,n,,,shot
586147,1918,10194,24001,,78,,20,,p,,,
586180,1918,10194,24001,33941,80,,406,,n,,,header
586323,1918,10194,40695,,90,2,115,,o,,,
654396,1919,10260,30829,24154,9,,393,,n,,,shot
654803,1919,10260,30829,,41,,298,,dg,,,shot
655326,1919,10260,34944,30373,82,,393,,n,,,shot
655367,1919,10260,30893,,89,,298,,dg,,,shot
602865,1921,8472,30352,,3,,80,,n,,,shot
603588,1921,8586,24635,23949,89,,393,,n,,,shot
596421,1922,8654,109898,,71,,131,,n,,,loose_ball
597352,1923,10252,38609,38807,45,,393,,n,,,shot
597676,1923,10252,26165,38609,79,,407,,n,,,distance
597738,1923,10194,40695,24001,88,,406,,n,,,header
