id,team,match_id,player1,elapsed,elapsed_plus,subtype
486811,8472,1774,30352,1,,cross
486904,8655,1774,23916,7,,cross
486918,8655,1774,23916,8,,cross
487000,8655,1774,23916,12,,cross
487005,8655,1774,23916,12,,cross
487018,8655,1774,23916,13,,cross
487195,8655,1774,23916,24,,cross
487436,8655,1774,23916,38,,cross
487547,8472,1774,30352,45,,cross
487568,8655,1774,23916,45,1,cross
487730,8472,1774,30352,48,,cross
487740,8472,1774,30352,49,,cross
487775,8655,1774,23916,51,,cross
487874,8472,1774,30352,56,,cross
487910,8472,1774,30352,58,,cross
488216,8472,1774,30352,76,,cross
488301,8472,1774,30352,81,,cross
488417,8655,1774,23170,88,,cross
488426,8655,1774,23170,88,,cross
486969,8586,1775,23760,10,,cross
487043,9879,1775,24781,14,,cross
487175,9879,1775,24781,22,,cross
487526,9879,1775,24843,43,,cross
487533,9879,1775,24843,44,,cross
487588,9879,1775,24843,45,2,cross
487981,8586,1775,23760,64,,cross
488016,8586,1775,23760,66,,cross
488090,9879,1775,24781,70,,cross
488139,9879,1775,24781,73,,short
488209,9879,1775,24781,77,,cross
488374,9879,1775,24843,87,,short
488456,9879,1775,24737,90,2,short
486503,8650,1776,30618,18,,short
486521,8650,1776,34222,24,,cross
486559,8559,1776,23784,45,1,cross
486567,8559,1776,24372,47,,cross
486632,8559,1776,24372,65,,cross
486641,8559,1776,23784,67,,cross
486724,8559,1776,24372,83,,cross
486750,8559,1776,23937,88,,cross
486771,8559,1776,23937,90,1,cross
486776,8650,1776,34222,90,3,cross
488625,8455,1777,30631,13,,cross
488684,8455,1777,30679,29,,cross
488686,8455,1777,30631,29,,cross
488734,8455,1777,30631,55,,cross
488739,8455,1777,30686,56,,cross
488749,8455,1777,30631,61,,cross
488775,8455,1777,30686,72,,cross
488793,8659,1777,38433,77,,cross
488798,8455,1777,30686,78,,cross
488824,8659,1777,26553,82,,cross
488872,8455,1777,30686,90,1,short
488882,8659,1777,38433,90,3,cross
488894,8455,1777,30679,90,2,short
491609,8667,1778,34437,33,,cross
491916,8456,1778,30367,47,,short
491923,8456,1778,30367,47,,cross
492088,8456,1778,33963,63,,cross
492141,8667,1778,34437,67,,cross
492378,8667,1778,34437,85,,cross
492410,8456,1778,33963,89,,cross
492443,8456,1778,33963,90,3,cross
492452,8456,1778,33963,90,5,cross
495452,9879,1779,24843,27,,cross
495501,8650,1779,34222,30,,cross
495591,9879,1779,24843,35,,cross
495595,9879,1779,24843,35,,cross
496012,8650,1779,34222,52,,cross
496024,8650,1779,34222,52,,cross
496154,8650,1779,34222,59,,cross
496378,8650,1779,34222,70,,cross
496449,8650,1779,34222,74,,cross
496496,8650,1779,34222,77,,cross
496597,8650,1779,34222,84,,cross
496703,8650,1779,34222,89,,cross
499871,8654,1780,33781,16,,cross
500054,8472,1780,38802,33,,short
500150,8472,1780,38802,41,,cross
500617,8472,1780,30954,75,,cross
500743,8472,1780,30954,85,,cross
500748,8654,1780,33781,85,,cross
498710,8655,1781,23889,6,,cross
498716,8655,1781,23916,7,,cross
498722,8655,1781,23916,7,,cross
498800,8655,1781,23916,19,,cross
498802,8655,1781,30842,20,,cross
498932,8586,1781,23760,41,,cross
499164,8655,1781,23916,50,,cross
499196,8586,1781,23760,54,,cross
499234,8586,1781,23760,57,,short
499268,8586,1781,23760,61,,short
499368,8586,1781,23760,78,,cross
499422,8586,1781,23760,85,,short
497091,10252,1782,23782,12,,short
497106,10260,1782,24154,15,,cross
497434,10252,1782,23354,50,,cross
497440,10252,1782,23354,50,,cross
497499,10260,1782,24154,57,,cross
497574,10260,1782,24154,67,,cross
497589,10260,1782,24154,72,,cross
497629,10260,1782,24154,78,,cross
497715,10260,1782,40945,90,,cross
495370,8549,1783,24393,23,,cross
495377,8549,1783,30892,24,,cross
495937,8549,1783,30892,49,,cross
496076,8549,1783,33128,57,,cross
496312,8549,1783,33128,68,,cross
496473,8549,1783,30892,77,,cross
496480,8549,1783,30892,77,,cross
496697,8549,1783,30892,90,,cross
495683,9825,1784,30843,40,,short
495964,9825,1784,30843,48,,cross
496212,9825,1784,30843,62,,cross
496252,8456,1784,33963,63,,cross
496454,8456,1784,40198,74,,cross
496541,8456,1784,40198,80,,cross
495096,8462,1785,24653,6,,cross
495209,8462,1785,24653,12,,cross
495375,8667,1785,34437,23,,cross
495431,8667,1785,34437,26,,cross
495724,8462,1785,24653,42,,short
495817,8667,1785,34437,45,1,cross
496025,8462,1785,24653,51,,cross
496061,8667,1785,34437,54,,cross
496113,8667,1785,39073,56,,short
496213,8667,1785,34437,62,,cross
496238,8462,1785,24653,63,,cross
496453,8462,1785,63520,74,,cross
496489,8462,1785,63520,76,,cross
496673,8667,1785,23938,87,,cross
495208,10194,1786,22994,12,,cross
495233,10194,1786,22994,14,,cross
495556,10194,1786,22994,33,,cross
495682,10194,1786,22994,40,,cross
501970,8668,1787,24011,3,,cross
501973,8668,1787,24011,4,,cross
501983,8668,1787,24011,8,,cross
502093,8528,1787,24890,45,2,cross
502095,8528,1787,24890,45,2,cross
502123,8528,1787,24890,55,,cross
495140,8455,1788,30631,7,,cross
495320,8455,1788,30686,19,,short
495400,8455,1788,30686,23,,cross
495600,8455,1788,30631,34,,cross
495741,10261,1788,34574,41,,cross
496272,8455,1788,30679,63,,cross
496300,8455,1788,30679,65,,cross
496660,8455,1788,30631,86,,cross
496763,8455,1788,30631,90,2,cross
513139,8650,1789,30618,16,,cross
513149,8650,1789,30618,21,,cross
513153,8650,1789,30618,21,,cross
513156,8650,1789,30618,22,,cross
513172,8650,1789,30618,28,,short
513190,8650,1789,30618,35,,cross
513211,8650,1789,39647,42,,cross
513213,8650,1789,30889,43,,cross
513219,8650,1789,30618,44,,cross
513254,8650,1789,30889,57,,cross
513285,8654,1789,33781,67,,cross
513292,8654,1789,36394,70,,cross
513294,8654,1789,36394,70,,cross
513298,8650,1789,30618,71,,cross
513310,8650,1789,30618,78,,cross
513313,8650,1789,30618,81,,cross
513318,8654,1789,33781,83,,cross
513320,8654,1789,36394,84,,cross
513322,8650,1789,30618,85,,cross
513330,8650,1789,30889,87,,cross
513341,8650,1789,30915,90,1,cross
513347,8650,1789,30915,90,4,cross
506888,8559,1790,23784,2,,cross
506890,8559,1790,23784,3,,cross
506999,8559,1790,23784,10,,cross
507196,8472,1790,38802,25,,cross
507219,8472,1790,38802,27,,cross
507681,8559,1790,23784,51,,cross
507687,8559,1790,23937,52,,cross
507843,8559,1790,23937,61,,cross
507982,8472,1790,38812,71,,cross
508112,8472,1790,38812,79,,cross
508220,8472,1790,38812,87,,cross
510347,8586,1791,23760,31,,cross
510425,8586,1791,23760,38,,cross
510449,8668,1791,24011,40,,cross
511035,8586,1791,23760,73,,cross
511161,8586,1791,31921,81,,cross
511423,8586,1791,23760,90,5,cross
506898,10252,1792,23354,4,,cross
507189,10252,1792,23354,26,,cross
507193,10252,1792,23782,26,,cross
507321,9879,1792,24781,35,,cross
507413,9879,1792,24843,41,,cross
507419,9879,1792,24781,42,,cross
507619,10252,1792,23354,51,,cross
507632,10252,1792,38609,52,,cross
507766,10252,1792,23354,60,,cross
507779,10252,1792,23354,60,,cross
507786,10252,1792,23782,61,,cross
507800,10252,1792,23782,61,,cross
508018,9879,1792,24781,76,,cross
508068,10252,1792,23354,79,,cross
508219,10252,1792,23782,90,,cross
506972,8549,1793,33128,9,,cross
507047,8549,1793,30892,14,,cross
507716,8549,1793,33128,55,,cross
507815,8549,1793,30892,61,,cross
507833,10261,1793,29581,62,,short
507976,10261,1793,40565,71,,cross
507984,8549,1793,30892,72,,cross
508039,8549,1793,33128,75,,cross
508086,8549,1793,30892,79,,cross
509549,10260,1794,30829,13,,cross
509558,10260,1794,30829,14,,cross
509585,10260,1794,30829,23,,cross
509663,10260,1794,30829,36,,cross
509852,8456,1794,33963,49,,cross
509859,10260,1794,30893,50,,short
509896,10260,1794,30829,55,,cross
509950,10260,1794,30829,68,,cross
509975,8456,1794,33963,72,,cross
510254,8456,1794,33963,90,3,cross
510270,10260,1794,30829,90,4,short
510029,8655,1795,30842,6,,cross
510053,8462,1795,23285,8,,cross
510079,8462,1795,23285,10,,cross
510232,8655,1795,23916,21,,cross
510325,8655,1795,23916,28,,cross
510371,8655,1795,30842,33,,cross
510538,8655,1795,30842,45,,cross
510663,8462,1795,38820,48,,cross
510774,8462,1795,38820,55,,cross
510786,8462,1795,38820,56,,cross
510797,8462,1795,38820,56,,cross
510816,8655,1795,23916,58,,cross
510909,8655,1795,23916,63,,cross
510932,8462,1795,38820,64,,cross
510939,8655,1795,30842,65,,cross
510964,8655,1795,30842,67,,cross
511072,8462,1795,38820,74,,short
511361,8655,1795,49840,90,,cross
506959,10194,1796,22994,7,,cross
507081,8667,1796,34437,16,,cross
507129,10194,1796,22994,20,,short
507261,10194,1796,22994,30,,cross
507399,10194,1796,22994,39,,cross
507806,8667,1796,34437,58,,cross
508288,8667,1796,34437,90,1,cross
508306,10194,1796,23275,89,,cross
506933,8528,1797,24890,6,,cross
506948,8528,1797,24890,7,,cross
507302,8659,1797,23257,33,,cross
507375,8528,1797,24890,38,,cross
507417,8528,1797,24890,40,,cross
507443,8659,1797,23257,43,,cross
507497,8528,1797,24890,45,2,cross
507729,8659,1797,23257,57,,cross
507932,8659,1797,23257,69,,cross
508016,8659,1797,23257,75,,cross
508076,8659,1797,27267,79,,cross
508154,8659,1797,23257,85,,cross
508186,8528,1797,24663,87,,cross
510724,9825,1798,30613,10,,cross
510739,8455,1798,30631,10,,cross
510780,9825,1798,30613,13,,cross
511056,8455,1798,30631,30,,cross
511086,8455,1798,30686,32,,cross
517030,10260,1799,30829,16,,cross
517079,10260,1799,30829,24,,short
517106,10260,1799,30829,34,,cross
517127,10260,1799,30829,38,,short
517387,10260,1799,30829,58,,cross
517531,10260,1799,24154,81,,cross
517541,10260,1799,24154,83,,cross
517558,10260,1799,24154,86,,cross
517565,10260,1799,30829,87,,cross
517570,10260,1799,24154,88,,cross
517578,8472,1799,17866,90,,short
515412,9825,1800,30613,12,,cross
515454,9825,1800,30843,16,,cross
515489,8528,1800,24890,19,,cross
515769,8528,1800,24890,40,,cross
515837,9825,1800,30843,45,,cross
516098,9825,1800,30843,54,,cross
516348,8528,1800,24890,69,,cross
516376,9825,1800,30843,71,,cross
516416,9825,1800,30843,73,,cross
516490,9825,1800,30843,78,,cross
516537,9825,1800,30613,82,,cross
521739,8654,1801,33781,19,,cross
521749,8654,1801,33781,22,,cross
521767,8654,1801,33781,28,,cross
521778,8654,1801,33781,31,,cross
521793,8586,1801,23760,39,,cross
521844,8586,1801,23760,57,,cross
521846,8586,1801,23760,57,,cross
521850,8586,1801,23760,58,,cross
521898,8654,1801,37169,74,,cross
521901,8654,1801,37169,75,,cross
521917,8586,1801,23760,80,,cross
521936,8654,1801,37169,89,,cross
519684,10252,1802,23354,6,,cross
519803,10252,1802,23354,6,,cross
519816,10252,1802,23354,18,,cross
519823,10252,1802,23782,19,,cross
519916,8668,1802,24011,25,,cross
520347,8668,1802,24006,47,,cross
520358,8668,1802,24006,48,,short
520511,8668,1802,24011,65,,cross
520527,10252,1802,23782,67,,cross
520565,8668,1802,36012,71,,cross
520571,8668,1802,24006,72,,cross
520575,8668,1802,24006,72,,cross
520692,10252,1802,23354,84,,cross
520778,8668,1802,24006,90,1,cross
515662,10194,1803,33941,33,,cross
515709,10261,1803,29581,36,,short
515718,10261,1803,29581,36,,cross
515733,10261,1803,29581,37,,cross
515741,10261,1803,29581,38,,cross
515838,10261,1803,29581,43,,cross
516107,10194,1803,33941,54,,cross
516191,10261,1803,23983,59,,cross
516517,10194,1803,23253,80,,cross
515343,8650,1804,30618,7,,short
515348,8650,1804,30618,7,,cross
515430,8655,1804,23916,13,,cross
515503,8650,1804,30618,19,,short
515736,8655,1804,30842,38,,cross
515758,8655,1804,30842,39,,cross
515955,8655,1804,30842,46,,cross
516219,8650,1804,30618,63,,cross
516550,8655,1804,30842,85,,cross
